,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_penalty,param_solver,params,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,split4_test_precision,split5_test_precision,split6_test_precision,split7_test_precision,split8_test_precision,split9_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_train_precision,split1_train_precision,split2_train_precision,split3_train_precision,split4_train_precision,split5_train_precision,split6_train_precision,split7_train_precision,split8_train_precision,split9_train_precision,mean_train_precision,std_train_precision,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,split4_test_recall,split5_test_recall,split6_test_recall,split7_test_recall,split8_test_recall,split9_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_train_recall,split1_train_recall,split2_train_recall,split3_train_recall,split4_train_recall,split5_train_recall,split6_train_recall,split7_train_recall,split8_train_recall,split9_train_recall,mean_train_recall,std_train_recall,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,split5_test_f1,split6_test_f1,split7_test_f1,split8_test_f1,split9_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_train_f1,split1_train_f1,split2_train_f1,split3_train_f1,split4_train_f1,split5_train_f1,split6_train_f1,split7_train_f1,split8_train_f1,split9_train_f1,mean_train_f1,std_train_f1,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,split5_test_accuracy,split6_test_accuracy,split7_test_accuracy,split8_test_accuracy,split9_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,split2_train_accuracy,split3_train_accuracy,split4_train_accuracy,split5_train_accuracy,split6_train_accuracy,split7_train_accuracy,split8_train_accuracy,split9_train_accuracy,mean_train_accuracy,std_train_accuracy
0,0.00556643009185791,0.0010678047504304867,0.0027704477310180665,0.0006292336928946179,0.1,l2,newton-cg,"{'C': 0.1, 'penalty': 'l2', 'solver': 'newton-cg'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9764705882352941,0.9882352941176471,0.9882352941176471,0.9647058823529412,0.9529411764705882,0.9882352941176471,0.9647058823529412,0.9647058823529412,0.9761904761904762,1.0,0.9764425770308124,0.013920441370364914,1,0.9764089121887287,0.9750982961992136,0.9750982961992136,0.9777195281782438,0.9790301441677588,0.9750982961992136,0.9777195281782438,0.9777195281782438,0.9764397905759162,0.9738219895287958,0.9764154309593571,0.0015449867345479114
1,0.0045775890350341795,0.0006631548023370595,0.0030852556228637695,0.0004785954868728905,0.1,l2,lbfgs,"{'C': 0.1, 'penalty': 'l2', 'solver': 'lbfgs'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9764705882352941,0.9882352941176471,0.9882352941176471,0.9647058823529412,0.9529411764705882,0.9882352941176471,0.9647058823529412,0.9647058823529412,0.9761904761904762,1.0,0.9764425770308124,0.013920441370364914,1,0.9764089121887287,0.9750982961992136,0.9750982961992136,0.9777195281782438,0.9790301441677588,0.9750982961992136,0.9777195281782438,0.9777195281782438,0.9764397905759162,0.9738219895287958,0.9764154309593571,0.0015449867345479114
2,0.0019920825958251952,0.00025583378288814566,0.0024903059005737306,0.0003627916495648983,0.1,l2,liblinear,"{'C': 0.1, 'penalty': 'l2', 'solver': 'liblinear'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9764705882352941,0.9882352941176471,0.9882352941176471,0.9647058823529412,0.9529411764705882,0.9882352941176471,0.9647058823529412,0.9647058823529412,0.9761904761904762,1.0,0.9764425770308124,0.013920441370364914,1,0.9764089121887287,0.9750982961992136,0.9750982961992136,0.9777195281782438,0.9790301441677588,0.9750982961992136,0.9777195281782438,0.9777195281782438,0.9764397905759162,0.9738219895287958,0.9764154309593571,0.0015449867345479114
3,0.0027272701263427734,0.0005722767466507574,0.0023389339447021486,0.0005311929430399524,0.1,l2,sag,"{'C': 0.1, 'penalty': 'l2', 'solver': 'sag'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9764705882352941,0.9882352941176471,0.9882352941176471,0.9647058823529412,0.9529411764705882,0.9882352941176471,0.9647058823529412,0.9647058823529412,0.9761904761904762,1.0,0.9764425770308124,0.013920441370364914,1,0.9764089121887287,0.9750982961992136,0.9750982961992136,0.9777195281782438,0.9790301441677588,0.9750982961992136,0.9777195281782438,0.9777195281782438,0.9764397905759162,0.9738219895287958,0.9764154309593571,0.0015449867345479114
4,0.0027217864990234375,0.0005376903098339123,0.0023091316223144533,0.000534293278147004,0.1,l2,saga,"{'C': 0.1, 'penalty': 'l2', 'solver': 'saga'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9764705882352941,0.9882352941176471,0.9882352941176471,0.9647058823529412,0.9529411764705882,0.9882352941176471,0.9647058823529412,0.9647058823529412,0.9761904761904762,1.0,0.9764425770308124,0.013920441370364914,1,0.9764089121887287,0.9750982961992136,0.9750982961992136,0.9777195281782438,0.9790301441677588,0.9750982961992136,0.9777195281782438,0.9777195281782438,0.9764397905759162,0.9738219895287958,0.9764154309593571,0.0015449867345479114
5,0.005244565010070801,0.0011318628343505092,0.0026305675506591796,0.0006247297746534969,0.2,l2,newton-cg,"{'C': 0.2, 'penalty': 'l2', 'solver': 'newton-cg'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9764705882352941,0.9882352941176471,0.9882352941176471,0.9647058823529412,0.9529411764705882,0.9882352941176471,0.9647058823529412,0.9647058823529412,0.9761904761904762,1.0,0.9764425770308124,0.013920441370364914,1,0.9764089121887287,0.9750982961992136,0.9750982961992136,0.9777195281782438,0.9790301441677588,0.9750982961992136,0.9777195281782438,0.9777195281782438,0.9764397905759162,0.9738219895287958,0.9764154309593571,0.0015449867345479114
6,0.004914927482604981,0.00024301962729406294,0.0031280279159545898,0.00020295209680857453,0.2,l2,lbfgs,"{'C': 0.2, 'penalty': 'l2', 'solver': 'lbfgs'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9764705882352941,0.9882352941176471,0.9882352941176471,0.9647058823529412,0.9529411764705882,0.9882352941176471,0.9647058823529412,0.9647058823529412,0.9761904761904762,1.0,0.9764425770308124,0.013920441370364914,1,0.9764089121887287,0.9750982961992136,0.9750982961992136,0.9777195281782438,0.9790301441677588,0.9750982961992136,0.9777195281782438,0.9777195281782438,0.9764397905759162,0.9738219895287958,0.9764154309593571,0.0015449867345479114
7,0.002010941505432129,0.0002549786608079175,0.0027483463287353515,0.0005407602818148923,0.2,l2,liblinear,"{'C': 0.2, 'penalty': 'l2', 'solver': 'liblinear'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9764705882352941,0.9882352941176471,0.9882352941176471,0.9647058823529412,0.9529411764705882,0.9882352941176471,0.9647058823529412,0.9647058823529412,0.9761904761904762,1.0,0.9764425770308124,0.013920441370364914,1,0.9764089121887287,0.9750982961992136,0.9750982961992136,0.9777195281782438,0.9790301441677588,0.9750982961992136,0.9777195281782438,0.9777195281782438,0.9764397905759162,0.9738219895287958,0.9764154309593571,0.0015449867345479114
8,0.002924060821533203,0.00046311655177468526,0.0027842998504638674,0.000540341873864243,0.2,l2,sag,"{'C': 0.2, 'penalty': 'l2', 'solver': 'sag'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9764705882352941,0.9882352941176471,0.9882352941176471,0.9647058823529412,0.9529411764705882,0.9882352941176471,0.9647058823529412,0.9647058823529412,0.9761904761904762,1.0,0.9764425770308124,0.013920441370364914,1,0.9764089121887287,0.9750982961992136,0.9750982961992136,0.9777195281782438,0.9790301441677588,0.9750982961992136,0.9777195281782438,0.9777195281782438,0.9764397905759162,0.9738219895287958,0.9764154309593571,0.0015449867345479114
9,0.0031118154525756835,0.0005446194245571607,0.0026812076568603514,0.0006279437541342039,0.2,l2,saga,"{'C': 0.2, 'penalty': 'l2', 'solver': 'saga'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9764705882352941,0.9882352941176471,0.9882352941176471,0.9647058823529412,0.9529411764705882,0.9882352941176471,0.9647058823529412,0.9647058823529412,0.9761904761904762,1.0,0.9764425770308124,0.013920441370364914,1,0.9764089121887287,0.9750982961992136,0.9750982961992136,0.9777195281782438,0.9790301441677588,0.9750982961992136,0.9777195281782438,0.9777195281782438,0.9764397905759162,0.9738219895287958,0.9764154309593571,0.0015449867345479114
