,model,train_accuracy,train_f1,train_precision,train_recall,test_accuracy,test_f1,test_precision,test_recall
0,LogisticRegression,0.9593387478715986,0.0,0.0,0.0,0.9593429692504805,0.0,0.0,0.0
1,SGDClassifier,0.9496569669879082,0.047223590724093524,0.19933321154548775,0.040633470701980035,0.9508568225496477,0.04537480063795853,0.09583333333333333,0.03159090909090909
2,RidgeClassifier,0.9593387478715986,0.0,0.0,0.0,0.9593429692504805,0.0,0.0,0.0
3,RandomForestClassifier,1.0,1.0,1.0,1.0,0.9941944266495837,0.9146443917042829,1.0,0.8527272727272728
4,KNeighborsClassifier,0.9961275537737082,0.9501640578548379,0.9948363197983451,0.9096593834344372,0.9937439942344651,0.9077613763002758,0.982638888888889,0.8526515151515153
5,MLPClassifier,0.9594380773789428,0.015555555555555555,0.1,0.008433734939759036,0.958896540679052,0.0,0.0,0.0
