,model,mean_train_precision,mean_train_recall,mean_train_f1,mean_train_accuracy,mean_test_precision,mean_test_recall,mean_test_f1,mean_test_accuracy,normalizer,foldingStrat
0,LogisticRegression,0.0,0.0,0.0,0.9152359305559404,0.0,0.0,0.0,0.9152262664596631,Normalizer,BalancedKFold
1,SGDClassifier,0.019581721082591895,0.1684563758389262,0.0347099219033526,0.7899526866680455,0.014834001782531196,0.15555555555555556,0.02708478513356562,0.7884882985452245,Normalizer,BalancedKFold
2,RidgeClassifier,0.0,0.0,0.0,0.9152359305559404,0.0,0.0,0.0,0.9152262664596631,Normalizer,BalancedKFold
3,RandomForestClassifier,0.11936941547552149,0.5379243704852849,0.19536539114009444,0.6244637360403636,0.11806645408128398,0.5249099511599511,0.1918412217517795,0.6239434190098327,Normalizer,BalancedKFold
4,KNeighborsClassifier,0.0,0.0,0.0,0.9152359305559404,0.0,0.0,0.0,0.9152262664596631,Normalizer,BalancedKFold
5,MLPClassifier,0.012686567164179105,0.011888111888111888,0.01227436823104693,0.9092729013370973,0.016666666666666666,0.02,0.01818181818181818,0.9088091541601978,Normalizer,BalancedKFold
6,LinearSVC,0.0,0.0,0.0,0.9152359305559404,0.0,0.0,0.0,0.9152262664596631,Normalizer,BalancedKFold
