,model,folding,mean_test_precision,mean_test_recall,mean_test_f1,mean_test_accuracy,mean_train_precision,mean_train_recall,mean_train_f1,mean_train_accuracy,precision,recall,f1,accuracy,scaler
4,RidgeClassifier,StratifiedKFold,0.0,0.0,0.0,0.9679134131528718,0.0,0.0,0.0,0.9679128710592056,0.0,0.0,0.0,0.9673433362753752,Normalizer
5,RidgeClassifier,BalancedKFold,0.0,0.0,0.0,0.9725108225108225,0.0,0.0,0.0,0.9724774681446181,0.0,0.0,0.0,0.9673433362753752,Normalizer
6,RandomForestClassifier,StratifiedKFold,0.0,0.0,0.0,0.9679134131528718,1.0,0.9989795918367348,0.9994871794871795,0.9999672881910369,0.0,0.0,0.0,0.9673433362753752,Normalizer
7,RandomForestClassifier,BalancedKFold,0.0,0.0,0.0,0.9725108225108225,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9673433362753752,Normalizer
8,KNeighborsClassifier,StratifiedKFold,0.0,0.0,0.0,0.9679134131528718,0.0,0.0,0.0,0.9679128710592056,0.0,0.0,0.0,0.9673433362753752,Normalizer
9,KNeighborsClassifier,BalancedKFold,0.0,0.0,0.0,0.9725108225108225,0.0,0.0,0.0,0.9724774681446181,0.0,0.0,0.0,0.9673433362753752,Normalizer
10,MLPClassifier,StratifiedKFold,0.0,0.0,0.0,0.9679134131528718,0.0,0.0,0.0,0.9679128710592056,0.0,0.0,0.0,0.9673433362753752,Normalizer
11,MLPClassifier,BalancedKFold,0.0,0.0,0.0,0.9725108225108225,0.0,0.0,0.0,0.9724774681446181,0.0,0.0,0.0,0.9673433362753752,Normalizer
12,LinearSVC,StratifiedKFold,0.0,0.0,0.0,0.9679134131528718,0.0,0.0,0.0,0.9679128710592056,0.0,0.0,0.0,0.9673433362753752,Normalizer
13,LinearSVC,BalancedKFold,0.0,0.0,0.0,0.9725108225108225,0.0,0.0,0.0,0.9724774681446181,0.0,0.0,0.0,0.9673433362753752,Normalizer
0,LogisticRegression,StratifiedKFold,0.15,0.01818181818181818,0.032051282051282055,0.9676184279021343,0.4,0.012224283652855081,0.02368549796156086,0.9677820238233537,0.5,0.02702702702702703,0.05128205128205129,0.9673433362753752,StandardScaler
1,LogisticRegression,BalancedKFold,0.1,0.1,0.1,0.9770562770562771,0.9,0.16833333333333333,0.28285714285714286,0.9770641251424428,0.5,0.02702702702702703,0.05128205128205129,0.9673433362753752,StandardScaler
2,SGDClassifier,StratifiedKFold,0.075,0.03636363636363636,0.04501035196687371,0.9637948984903695,0.1874333836098542,0.05917336631622346,0.07325589399148318,0.9649689473151607,0.75,0.08108108108108109,0.14634146341463414,0.9691085613415711,StandardScaler
3,SGDClassifier,BalancedKFold,0.1,0.1,0.1,0.9770562770562771,0.22000000000000003,0.056666666666666664,0.08190476190476191,0.9719646741945509,0.75,0.08108108108108109,0.14634146341463414,0.9691085613415711,StandardScaler
4,RidgeClassifier,StratifiedKFold,0.0,0.0,0.0,0.9679134131528718,0.0,0.0,0.0,0.9679128710592056,0.0,0.0,0.0,0.9673433362753752,StandardScaler
5,RidgeClassifier,BalancedKFold,0.0,0.0,0.0,0.9725108225108225,0.9,0.16833333333333333,0.28285714285714286,0.9770641251424428,0.0,0.0,0.0,0.9673433362753752,StandardScaler
6,RandomForestClassifier,StratifiedKFold,0.0,0.0,0.0,0.9679134131528718,1.0,0.9989795918367348,0.9994871794871795,0.9999672881910369,0.0,0.0,0.0,0.9673433362753752,StandardScaler
7,RandomForestClassifier,BalancedKFold,0.0,0.0,0.0,0.9725108225108225,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9673433362753752,StandardScaler
8,KNeighborsClassifier,StratifiedKFold,0.0,0.0,0.0,0.9679134131528718,0.0,0.0,0.0,0.9679128710592056,0.0,0.0,0.0,0.9673433362753752,StandardScaler
9,KNeighborsClassifier,BalancedKFold,0.0,0.0,0.0,0.9725108225108225,0.0,0.0,0.0,0.9724774681446181,0.0,0.0,0.0,0.9655781112091791,StandardScaler
10,MLPClassifier,StratifiedKFold,0.0,0.0,0.0,0.9679134131528718,0.0,0.0,0.0,0.9679128710592056,0.0,0.0,0.0,0.9673433362753752,StandardScaler
11,MLPClassifier,BalancedKFold,0.0,0.0,0.0,0.9725108225108225,0.0,0.0,0.0,0.9724774681446181,0.0,0.0,0.0,0.9673433362753752,StandardScaler
12,LinearSVC,StratifiedKFold,0.0,0.0,0.0,0.9679134131528718,0.0,0.0,0.0,0.9679128710592056,0.0,0.0,0.0,0.9673433362753752,StandardScaler
13,LinearSVC,BalancedKFold,0.1,0.1,0.1,0.9770562770562771,0.9,0.24666666666666667,0.37619047619047624,0.9791023516005387,0.0,0.0,0.0,0.9673433362753752,StandardScaler
0,LogisticRegression,StratifiedKFold,0.15,0.01818181818181818,0.032051282051282055,0.9676184279021343,0.39,0.012224283652855081,0.02364742447974095,0.9677493120143905,0.5,0.02702702702702703,0.05128205128205129,0.9673433362753752,RobustScaler
1,LogisticRegression,BalancedKFold,0.1,0.1,0.1,0.9725108225108225,0.9,0.16833333333333333,0.28285714285714286,0.9770641251424428,0.5,0.02702702702702703,0.05128205128205129,0.9673433362753752,RobustScaler
2,SGDClassifier,StratifiedKFold,0.14133333333333334,0.03636363636363636,0.04206349206349207,0.9593822661808087,0.2393237902448429,0.04383632240775098,0.05610071932800267,0.9598987132000172,0.5,0.02702702702702703,0.05128205128205129,0.9673433362753752,RobustScaler
3,SGDClassifier,BalancedKFold,0.0,0.0,0.0,0.9588744588744589,0.3616666666666667,0.13999999999999999,0.18421356421356422,0.9678856314099242,0.5,0.02702702702702703,0.05128205128205129,0.9673433362753752,RobustScaler
4,RidgeClassifier,StratifiedKFold,0.0,0.0,0.0,0.9679134131528718,0.0,0.0,0.0,0.9679128710592056,0.0,0.0,0.0,0.9673433362753752,RobustScaler
5,RidgeClassifier,BalancedKFold,0.0,0.0,0.0,0.9725108225108225,0.9,0.16833333333333333,0.28285714285714286,0.9770641251424428,0.0,0.0,0.0,0.9673433362753752,RobustScaler
6,RandomForestClassifier,StratifiedKFold,0.0,0.0,0.0,0.9679134131528718,1.0,0.9989795918367348,0.9994871794871795,0.9999672881910369,0.0,0.0,0.0,0.9673433362753752,RobustScaler
7,RandomForestClassifier,BalancedKFold,0.0,0.0,0.0,0.9725108225108225,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9673433362753752,RobustScaler
8,KNeighborsClassifier,StratifiedKFold,0.0,0.0,0.0,0.9679134131528718,0.0,0.0,0.0,0.9679128710592056,0.0,0.0,0.0,0.9673433362753752,RobustScaler
9,KNeighborsClassifier,BalancedKFold,0.0,0.0,0.0,0.9725108225108225,0.2,0.04,0.06666666666666668,0.9734952864394488,0.3333333333333333,0.02702702702702703,0.05,0.9664607237422771,RobustScaler
10,MLPClassifier,StratifiedKFold,0.0,0.0,0.0,0.9679134131528718,0.0,0.0,0.0,0.9679128710592056,0.0,0.0,0.0,0.9673433362753752,RobustScaler
11,MLPClassifier,BalancedKFold,0.0,0.0,0.0,0.9725108225108225,0.0,0.0,0.0,0.9724774681446181,0.0,0.0,0.0,0.9673433362753752,RobustScaler
12,LinearSVC,StratifiedKFold,0.0,0.0,0.0,0.9679134131528718,0.0,0.0,0.0,0.9679128710592056,0.0,0.0,0.0,0.9673433362753752,RobustScaler
13,LinearSVC,BalancedKFold,0.1,0.1,0.1,0.9770562770562771,0.9,0.2633333333333333,0.39761904761904765,0.9796125556821712,0.0,0.0,0.0,0.9673433362753752,RobustScaler
