,model,train_accuracy,train_f1,train_precision,train_recall,test_accuracy,test_f1,test_precision,test_recall
0,LogisticRegression,0.9584947353636207,0.0030517131667409936,0.04333333333333333,0.0015832006166759819,0.9584487107623321,0.0014285714285714288,0.003333333333333333,0.0009090909090909091
1,RidgeClassifier,0.959338664090818,0.0,0.0,0.0,0.9593361627162075,0.0,0.0,0.0
2,RandomForestClassifier,1.0,1.0,1.0,1.0,0.9936543081358105,0.9097857952383341,0.9988888888888888,0.8437869410001759
3,KNeighborsClassifier,0.9624565806106632,0.20186497753113042,0.7490939109909697,0.11704644335545261,0.9599671684817429,0.15195791953144888,0.43733333333333335,0.09641086691086688
4,MLPClassifier,0.9586388925166516,0.1162630675365329,0.6768157064135609,0.08168992762850716,0.9554948750800772,0.047694514775284434,0.12803342953342953,0.03687401487401488
