,LBXRBCSI,LBXHGB,PHAFSTHR,PHDSESN,LBXGH,BMXWAIST,LBXSATSI,LBXSAPSI,LBXSGTSI,LBXSUA,LBDSUASI,LBXSNASI,LBXSCLSI,model,scaling
0,0.043395073681833506,0.06284023961458889,0.179608535525692,0.272138845999799,0.060826823735163155,0.07669521018645738,0.042167958390047264,0.03929087877644842,0.06977040465191592,0.03523922060198928,0.034568998136623695,0.04041908440807356,0.043038726291368075,RandomForestClassifier,MinMaxScaler()
0,0.04136628414300673,0.06341175289332888,0.19610576914802244,0.2583018331890667,0.06590574360648105,0.07665548479613193,0.0424986272505053,0.04202121488792296,0.06439338883431044,0.035161381837554406,0.033503887255417204,0.03918095400999878,0.04149367814825331,RandomForestClassifier,StandardScaler()
