,model,folding,mean_test_precision,mean_test_recall,mean_test_f1,mean_test_accuracy,mean_train_precision,mean_train_recall,mean_train_f1,mean_train_accuracy,precision,recall,f1,accuracy,scaler
0,LogisticRegression,StratifiedKFold,0.33576323603032154,0.8039812390924956,0.47361290450068577,0.8161043447744192,0.3635685039971777,0.8700038781509137,0.5128277269992925,0.8299209035896243,0.32677502138579984,0.7958333333333333,0.4633110976349302,0.810126582278481,StandardScaler
1,RandomForestClassifier,StratifiedKFold,0.6307711383310778,0.2914512434554974,0.39782999108957434,0.9095541313327734,0.9762664253867552,0.9912526561643477,0.9837014370114779,0.9966203514564768,0.620253164556962,0.30625,0.4100418410041841,0.9092469427161554,StandardScaler
2,MLPClassifier,StratifiedKFold,0.5592680616242924,0.39102857766143106,0.4600253968039468,0.9055306412454407,0.9481743687036713,0.7934774265449366,0.8637852240659404,0.9742681932729793,0.5443425076452599,0.37083333333333335,0.44114002478314746,0.9032396481441751,StandardScaler
3,KNeighborsClassifier,StratifiedKFold,0.5392634756936583,0.10848058464223387,0.17914475140569744,0.8985032620327009,0.8168377307788521,0.20519044874500217,0.3279578852131978,0.9134881917187476,0.5350877192982456,0.12708333333333333,0.2053872053872054,0.8987341772151899,StandardScaler
