,model,train_accuracy,train_f1,train_precision,train_recall,test_accuracy,test_f1,test_precision,test_recall,normalizer,foldingStrat
0,LogisticRegression,0.9593387478715986,0.0,0.0,0.0,0.9593429692504805,0.0,0.0,0.0,MinMaxScaler,BalancedKFold
1,SGDClassifier,0.9496569669879082,0.04722359072409353,0.19933321154548778,0.04063347070198004,0.9508568225496477,0.04537480063795853,0.09583333333333333,0.03159090909090909,MinMaxScaler,BalancedKFold
2,RidgeClassifier,0.9593387478715986,0.0,0.0,0.0,0.9593429692504805,0.0,0.0,0.0,MinMaxScaler,BalancedKFold
3,RandomForestClassifier,1.0,1.0,1.0,1.0,0.99374599615631,0.9087964384879086,1.0,0.8427272727272728,MinMaxScaler,BalancedKFold
4,KNeighborsClassifier,0.996127553773708,0.9501640578548379,0.9948363197983451,0.9096593834344373,0.9937439942344651,0.9077613763002755,0.982638888888889,0.8526515151515153,MinMaxScaler,BalancedKFold
5,MLPClassifier,0.9595870100364448,0.021884057971014493,0.13777777777777778,0.011963146704464918,0.9593429692504805,0.025,0.05,0.016666666666666666,MinMaxScaler,BalancedKFold
6,LinearSVC,0.9593387478715986,0.0,0.0,0.0,0.9593429692504805,0.0,0.0,0.0,MinMaxScaler,BalancedKFold
7,OneClassSVM,,,,,,,,,MinMaxScaler,BalancedKFold
