,model,train_accuracy,train_f1,train_precision,train_recall,test_accuracy,test_f1,test_precision,test_recall
0,LogisticRegression,0.9593387232301924,0.0,0.0,0.0,0.9593409673286356,0.0,0.0,0.0
1,RidgeClassifier,0.9593387306226144,0.0,0.0,0.0,0.959341567905189,0.0,0.0,0.0
2,RandomForestClassifier,1.0,1.0,1.0,1.0,0.9937447950032027,0.9086746021714037,0.99775,0.8471313686313685
3,KNeighborsClassifier,0.996246643224475,0.9516344567138134,0.9957592613922188,0.9113907874006598,0.9929860666239585,0.907770363003594,0.9706189366189365,0.861439935064935
4,MLPClassifier,0.9598103794530097,0.028299947365268027,0.1543025608025608,0.017347956360854302,0.9591147501601536,0.021865800865800863,0.07,0.013277777777777777
