,model,mean_train_precision,mean_train_recall,mean_train_f1,mean_train_accuracy,mean_test_precision,mean_test_recall,mean_test_f1,mean_test_accuracy,normalizer,foldingStrat
4,KNeighborsClassifier,0.5992715464419175,0.1901749145080775,0.288626597493282,0.7962728245309206,0.22066771112271616,0.06697344758277794,0.10239240743824389,0.7446917189913538,Normal,StratifiedKFold
5,MLPClassifier,0.5307588053433373,0.05672005817381391,0.07779894540307329,0.7724992401862004,0.4311250664540139,0.04523431714799534,0.058352303748830894,0.7686016770647355,Normal,StratifiedKFold
6,LinearSVC,0.26780952380952383,0.004126606658543296,0.0075197182039579815,0.7811917763836556,0.13999999999999999,0.0051094890510948905,0.009344012204424103,0.7817554013119621,Normal,StratifiedKFold
0,LogisticRegression,0.6310714285714285,0.006071719827102872,0.0119897384383367,0.768592714321076,0.1,0.001639344262295082,0.0032258064516129032,0.7672979429329795,Normal,BalancedKFold
1,SGDClassifier,0.25041701261223803,0.19238907076820372,0.10364189929925904,0.6809372212814278,0.2930529240874068,0.1828195291494524,0.10922254456080052,0.6942057067020572,Normal,BalancedKFold
2,RidgeClassifier,0.0,0.0,0.0,0.7677834563787835,0.0,0.0,0.0,0.7672979429329795,Normal,BalancedKFold
3,RandomForestClassifier,0.9739173137087986,0.8904028363870571,0.9302607419950129,0.9690459328207203,0.3837445152886329,0.06916155113438871,0.11507842169570101,0.7582017252820172,Normal,BalancedKFold
4,KNeighborsClassifier,0.6227982034873538,0.23818955849266335,0.34442213547281597,0.7897954459431673,0.25980528037532624,0.0914386588276806,0.1327699088841047,0.7276164565361646,Normal,BalancedKFold
5,MLPClassifier,0.5597426003426504,0.10159460702399987,0.12259777095289537,0.7565327704282295,0.38298611111111114,0.06815764590701656,0.09112519661891982,0.7476522893165229,Normal,BalancedKFold
6,LinearSVC,0.29674451667567286,0.3066027905377754,0.12399413294851871,0.6040257930505187,0.14457642114576422,0.30447963800904976,0.13188553468045547,0.6212939615129397,Normal,BalancedKFold
0,LogisticRegression,0.0,0.0,0.0,0.7825466852701044,0.0,0.0,0.0,0.7825437822223115,MinMaxScaler,KFold
1,SGDClassifier,0.24617213125106416,0.18922865546442355,0.10540499971998833,0.6921330610329145,0.20834967320261438,0.18894873391448735,0.11065797818529896,0.6977853116411563,MinMaxScaler,KFold
2,RidgeClassifier,0.4,0.00032521234093935657,0.0006498962814714643,0.7826170706299497,0.0,0.0,0.0,0.7825437822223115,MinMaxScaler,KFold
3,RandomForestClassifier,0.870012533886419,0.9774989654803858,0.9206192656809448,0.9633443030192558,0.3065749580424396,0.08214112133418812,0.1287362497527031,0.7591092599650946,MinMaxScaler,KFold
4,KNeighborsClassifier,0.6264188007183306,0.22676270088921813,0.3327852763298918,0.8024319646898872,0.25975329362499555,0.09458934124623015,0.1376523530971229,0.7446914682340668,MinMaxScaler,KFold
5,MLPClassifier,0.6502836616954322,0.044483940166096365,0.08299381390694396,0.7868932351827947,0.45067765567765566,0.02836476581993519,0.052513411758419684,0.7803268370478846,MinMaxScaler,KFold
6,LinearSVC,0.0,0.0,0.0,0.7825466852701044,0.0,0.0,0.0,0.7825437822223115,MinMaxScaler,KFold
0,LogisticRegression,0.1,8.090614886731392e-05,0.00016168148746968473,0.7825643218692033,0.0,0.0,0.0,0.7825470420670424,MinMaxScaler,StratifiedKFold
1,SGDClassifier,0.4523603727106071,0.2960145696579013,0.16141270494505672,0.6363401582481403,0.23843950655671442,0.2877604993123876,0.15479808228053132,0.6321368031454994,MinMaxScaler,StratifiedKFold
2,RidgeClassifier,0.6,0.0004856334263590268,0.0009704813556129377,0.7826523128595799,0.0,0.0,0.0,0.7825470420670424,MinMaxScaler,StratifiedKFold
3,RandomForestClassifier,0.8670562261607723,0.97944440077041,0.9198237524873079,0.962869130612596,0.2989157098232538,0.08377234740294087,0.13043849168292174,0.7570455274930289,MinMaxScaler,StratifiedKFold
4,KNeighborsClassifier,0.6263703585070522,0.22481113163790728,0.3307338787591905,0.8022031936892502,0.2542531107688915,0.0917750978525336,0.1346437655709976,0.7435831210254971,MinMaxScaler,StratifiedKFold
5,MLPClassifier,0.6882322925669699,0.019017203202180206,0.036969709617548877,0.7847464135766694,0.4591269841269841,0.01530730984872527,0.029349425993598428,0.7823885634616541,MinMaxScaler,StratifiedKFold
6,LinearSVC,0.0,0.0,0.0,0.782546725529242,0.0,0.0,0.0,0.7825470420670424,MinMaxScaler,StratifiedKFold
0,LogisticRegression,0.9,0.003297604918466167,0.006568416335496154,0.7687950124355141,0.1,0.00125,0.002469135802469136,0.7683901791639018,MinMaxScaler,BalancedKFold
1,SGDClassifier,0.213744457592767,0.3376853832470221,0.2121073495962877,0.6090471803012028,0.18530086899816825,0.3521783290986643,0.212405572582875,0.6048666224286664,MinMaxScaler,BalancedKFold
2,RidgeClassifier,0.6,0.0012098618843730878,0.0024144045467051527,0.7683094445732307,0.0,0.0,0.0,0.7680265428002655,MinMaxScaler,BalancedKFold
3,RandomForestClassifier,0.9739173137087986,0.8904028363870571,0.9302607419950129,0.9690459328207203,0.38738087892499656,0.07061082649670755,0.11734203323350609,0.7582030524220306,MinMaxScaler,BalancedKFold
4,KNeighborsClassifier,0.621939642519264,0.2578934103965266,0.3642435564759308,0.7913331539056944,0.27700050577069635,0.1141686253373138,0.15823959402361595,0.7261512939615129,MinMaxScaler,BalancedKFold
5,MLPClassifier,0.7887433825204723,0.024837156699264014,0.04785359059590876,0.7719105540123032,0.5700000000000001,0.023423342106789747,0.04429936155149086,0.7702123424021236,MinMaxScaler,BalancedKFold
