,LBXRBCSI,LBXHGB,PHAFSTHR,PHDSESN,LBXGH,BMXWAIST,LBXSATSI,LBXSAPSI,LBXSGTSI,LBXSUA,LBDSUASI,LBXSNASI,LBXSCLSI,model,scaling
0,0.09356485972033671,0.08603375593624066,0.062434474977453566,0.029188828153935375,0.10804695766837291,0.10278707169182345,0.08217746568395153,0.08688824281831609,0.09469935584492252,0.07129478762642738,0.07088602753257862,0.05392685023966802,0.05807132210597311,RandomForestClassifier,MinMaxScaler()
0,0.09356485972033671,0.08603375593624066,0.062434474977453566,0.029188828153935375,0.10804695766837291,0.10278707169182345,0.08217746568395153,0.08688824281831609,0.09469935584492252,0.07129478762642738,0.07088602753257862,0.05392685023966802,0.05807132210597311,RandomForestClassifier,StandardScaler()
