,0
OSD030BI,1.0
VIQ121,1.0
OSQ100H,1.0
OSD030BH,0.9999999999999999
OSD030BJ,0.9999999999999999
OSQ040CF,0.9999999999999999
OSD030CF,0.9999999999999998
OSD050AC,0.9999999999999998
OSD110I,0.8873565094161138
PSQ170A,0.8282364455613491
ARQ023QG,0.7468513649763341
PSQ100D,0.6900655593423543
OSQ040CE,0.6666666666666669
SMQ857,0.6622661785325219
MCQ240B,0.6615420400740439
OSQ100J,0.654653670707977
OSQ040BG,0.6324555320336759
OSD050CD,0.6274763674914774
ARQ023QB,0.6232217584938979
MCQ240T,0.6220781538926944
OSD050CE,0.5960395606792696
OSQ040BE,0.5700877125495684
OSD030BG,0.5582923031631415
OSQ040CD,0.547722557505166
OSQ040BD,0.5459208336840119
MCQ240K,0.544971152517029
ARQ022G,0.5244613193946415
OSD110G,0.5208650961914163
OSD030BF,0.5104214262745046
OSQ040BF,0.5000000000000001
MCQ240Q,0.49635514812995285
AUXR1K2R,0.49099025303098287
OSD110J,0.4891370494536768
HCQ126D,0.48512949240343606
AUXR2KR,0.4724125527197676
HCQ126E,0.47017706810374754
OSQ100F,0.44929851866938625
PSQ100C,0.4485426135725303
MCQ240Y,0.4454077869932194
HCQ080,0.42656170388121484
PSQ170D,0.42640143271122094
LUARXIN,0.4114621248198639
PSQ170B,0.4082482904638629
ARQ135D,0.39528470752104744
PSQ100E,0.3665111792381915
PSQ030C,0.3651483716701107
RHQ602U,0.3638421941578016
ARQ023QE,0.36122382107268486
OSD030CD,0.35341305814617135
HCQ140B,0.35315750568399823
PSQ240,0.3367882217012652
HCQ126A,0.33450711969008906
OSD030AC,0.33339115371998307
OSQ040AC,0.3333333333333333
OSD050BD,0.331133089266261
PSQ080,0.3302891295379083
OSD050CB,0.3253574116367823
PFD069E,0.32369952638137545
MCQ240L,0.31960489864342434
DRD370PQ,0.3112724103997714
OSQ040AB,0.30500135773052867
ARQ023QA,0.3031558049878041
HCQ140D,0.2974800273599005
FSD660ZW,0.29680941599321004
ARQ023GG,0.29277002188455986
HCQ126B,0.28305245867509754
RHQ572,0.2827245467915837
RIDAGEEX,0.28192297123280746
RIDAGEMN,0.28147578672105256
SPQ070A,0.28048409700253757
PSQ270,0.27116307227332015
OSD110D,0.2709356792831389
RIDAGEYR,0.2693757337059404
PSASCCT1,0.2672612419124244
ARQ025G,0.2664975155765943
OSD030CC,0.26511487097588
MCQ240Z,0.2637918769597358
HCQ140A,0.2625512845565116
VIQ017,0.25819888974716115
PSQ160,0.25819888974716104
MCQ240O,0.2541602001247637
MCQ240C,0.2541107084733515
ARQ023QF,0.24948849732115957
LUARXND,0.2485741973982906
OSQ040BC,0.24830808240375168
AUXR1K1R,0.24773362804571256
DLQ050,0.24754834698213032
RHQ564,0.24527835438830425
PSQ130A,0.24253562503633297
AUXR1K2L,0.241824749575934
TBQ050,0.23951083293555717
PSQ100A,0.23904572186687878
PSQ100F,0.23904572186687872
MCQ240BB,0.23868955636596237
PFQ051,0.23835623708400486
OSD110H,0.23531579963319887
AUQ490,0.23492421315527867
CSQ120A,0.2286647801900118
AUQ101,0.22729968500103914
OSQ120G,0.2261425572121997
AUQ041,0.22610829349831174
SMQ755,0.2254938084008485
MCQ520,0.22421439055907963
HUQ010,0.2240521224310399
PSQ250,0.21968621277986827
DS1TCAFF,0.21913140035379836
DMDHRAGZ,0.21875151115143687
PFQ049,0.21784696564793984
RHD270,0.21743890424546056
HCQ140C,0.21606731097722334
PSQ100B,0.21428571428571436
RHQ031,0.21352733620749012
ARQ023QD,0.2131581578310904
SPXBF257,0.21272193005884152
PSQ220,0.2125
RHQ598,0.21174754713804042
FSD652ZW,0.2108525255712207
SMQ740,0.209549372990613
PSQ020,0.2083012795854195
DXXVFATA,0.2077624296063237
DXXVFATM,0.20776212446894862
DXXVFATV,0.207761883628715
OSD050BB,0.20590354418743126
DMDHRAGE,0.20584882761881976
DUQ360,0.20311261117736953
HSD010,0.20286816610494632
MCQ240D,0.20231286387935463
AUQ110,0.2023035812088143
ARQ023GB,0.20198059402174695
AUXR5CL,0.20152594120604742
ARQ010,0.20013731580982747
WTANA2YR,0.19991256769287466
DLQ140,0.19969366154826568
SPXNF257,0.1996908746153369
ARQ024C,0.19680758224258468
OSQ100G,0.19611613513818402
PFQ054,0.1945359948685149
OSQ090G,0.19365190685989336
PSQ280,0.19318181818181818
BPQ020,0.19253101329141886
PSQ130D,0.19245008972987523
PSQ030D,0.1924500897298752
PSQ130B,0.1924500897298752
PSQ030F,0.1924500897298752
PSQ030A,0.19245008972987518
PSQ030B,0.19245008972987518
MCQ160A,0.18957920384205534
ARQ135C,0.18933823529411756
SLQ050,0.18903731243434466
DXXL3TBS,0.18892336694918568
SPXNFEV1,0.188551918602432
OSD050AB,0.1871457630706197
DXXTOTBS,0.18567796757463106
SPXNFEV7,0.1854246164854542
RDQ135,0.1843026094838405
SLQ160,0.1840247395685811
PFQ061M,0.18229729076060233
PSQ130C,0.1815682598006408
DXXL2TBS,0.18115927476456106
PFQ061D,0.1808398098034144
VIXOCMT,0.1802723606861046
SMQ845,0.17910367345582662
OSQ090F,0.17888671187281158
HSQ493,0.17850959877559217
SMQ800,0.1783970559688905
SPXNFEV3,0.17839397287237296
FSD860,0.17815454719932566
AUQ131,0.17683428006339902
ARQ023GF,0.1762268442125602
SPXNFEV5,0.17579769036615794
PSQ190,0.17541160386140597
DS2TCAFF,0.17508546585072143
SMQ830,0.17495670211594852
DPQ040,0.17416127091116743
MCQ140,0.17404485364235728
VIQ031,0.17382685888064783
SLQ090,0.1732832501166805
PFQ061N,0.17325250549486954
PFQ061T,0.17227925107485054
OSQ190,0.17216295968051948
DLQ060,0.17210103690667
PFQ090,0.17083008405254127
PFQ061O,0.1682505272281727
OHX15HTC,0.16812871320247486
CSQ202,0.16795770136704372
OHX03HTC,0.16763914731329876
RDQ070,0.16754973659889166
OSD030CE,0.16674448695300148
OCD150,0.16618490615957204
SPXNFEV6,0.16459440680095244
SMQ856,0.16398568065313704
MCQ366B,0.1637804166371003
BPXDB,0.16368146116061413
SLQ170,0.16335571971219523
HCQ110,0.1624308956387203
KIQ480,0.1623909510265439
DLQ100,0.1616848882983072
SPXBFEV1,0.16157534371659354
ARD026G,0.16144173610748516
KIQ005,0.16059495965575948
DXXL4TBS,0.16046029230348774
DXXWDBMD,0.1603668890802033
OHX02HTC,0.16008176906600052
AUXR8KL,0.16002299305577442
SPXBFET,0.1597138549705451
HSQ470,0.15940123307385162
OHX31HTC,0.1592522843032626
DXXWDBMC,0.15832464111447692
VTD281B,0.15813212851244857
DEQ055,0.1581238458037739
PSQ040,0.15811388300841892
SPXBFEV7,0.15741401400775049
KIQ282,0.15727970122444176
DXXL1TBS,0.15716617468636584
HCQ140E,0.1568441086071196
SPXBFEV3,0.15664550413205666
OHX19HTC,0.15635803316420777
