,model,train_accuracy,train_f1,train_precision,train_recall,test_accuracy,test_f1,test_precision,test_recall,normalizer,foldingStrat
0,LogisticRegression,0.9582961453448687,0.0,0.0,0.0,0.9584501121076233,0.0,0.0,0.0,Normal,BalancedKFold
1,SGDClassifier,0.9353580273076061,0.04836066638513653,0.09779152401701421,0.06866644827216214,0.9392476777706598,0.04854700854700854,0.03938223938223938,0.08333333333333333,Normal,BalancedKFold
2,RidgeClassifier,0.9593387478715986,0.0,0.0,0.0,0.9593429692504805,0.0,0.0,0.0,Normal,BalancedKFold
3,RandomForestClassifier,1.0,1.0,1.0,1.0,0.99374599615631,0.9087964384879086,1.0,0.8427272727272728,Normal,BalancedKFold
4,KNeighborsClassifier,0.9623672752272554,0.19956231823491596,0.7521978021978022,0.11580921956372676,0.9606802530429212,0.1448912198912199,0.3433333333333334,0.10083333333333333,Normal,BalancedKFold
5,MLPClassifier,0.935554986065285,0.12823002194202818,0.7714761099025058,0.1463283451429845,0.933894538757207,0.0525691699604743,0.04702380952380952,0.07545454545454545,Normal,BalancedKFold
6,LinearSVC,0.9352190004952924,0.011442936148818503,0.013455988455988454,0.029660493827160496,0.940062459961563,0.010344827586206896,0.00625,0.03,Normal,BalancedKFold
7,OneClassSVM,,,,,,,,,Normal,BalancedKFold
