,model,scaler,folding,mean_test_precision,mean_test_recall,mean_test_f1,mean_test_accuracy,mean_train_precision,mean_train_recall,mean_train_f1,mean_train_accuracy
0,LogisticRegression,None,KFold,0.5725,0.08117915757134772,0.13736626705997096,0.6507935108446482,0.6165472085492307,0.08530568047810444,0.14962540388384266,0.6564712996034536
1,LogisticRegression,None,StratifiedKFold,0.6059523809523809,0.07660028449502133,0.13313817414072662,0.6526362193616645,0.6021574636719677,0.08296719315395037,0.14570339881207336,0.6550145919552788
2,LogisticRegression,None,BalancedKFold,0.5,0.04940476190476191,0.08451574232219393,0.6558245614035088,0.589134094706463,0.05939873486593013,0.10740464318094714,0.6618321790616694
3,LogisticRegression,MinMaxScaler,KFold,0.6249999999999999,0.06749481229956611,0.12089627481209304,0.6554399576794216,0.6469750593914965,0.07295521069020292,0.13082557496296188,0.6568873163566191
4,LogisticRegression,MinMaxScaler,StratifiedKFold,0.6366666666666666,0.06856330014224751,0.11994089945556072,0.6516928231352496,0.6499069122869432,0.07358560134451475,0.13202243540573463,0.6570952165645194
5,LogisticRegression,MinMaxScaler,BalancedKFold,0.51,0.03995726495726496,0.07173008073008073,0.658421052631579,0.6875054112554112,0.045289715122004436,0.0837722647461672,0.6627106563676723
6,LogisticRegression,Normalizer,KFold,0.6033333333333333,0.0555765084754898,0.10062796188391279,0.6488979016046551,0.6072346277918799,0.06473963446424359,0.11677814003113285,0.6535581006444691
7,LogisticRegression,Normalizer,StratifiedKFold,0.5798160173160174,0.09758179231863442,0.16483822159989486,0.6526274025745018,0.6014653210410559,0.09879782545317349,0.16908330620715045,0.6566788753053061
8,LogisticRegression,Normalizer,BalancedKFold,0.6775,0.07458409645909646,0.12573951573951575,0.6623508771929825,0.6046560601721891,0.06694793788634626,0.1193900139055675,0.6631496803390252
9,LogisticRegression,StandardScaler,KFold,0.578984348984349,0.1590321233190503,0.245075173366243,0.6563657203315112,0.5562703101274418,0.15886514998041,0.24702233659308037,0.6564716241095013
10,LogisticRegression,StandardScaler,StratifiedKFold,0.543960483960484,0.11607396870554765,0.1874406627389384,0.6507582436959971,0.5878864555332179,0.1257695803536211,0.20700068144994743,0.658344024004794
11,LogisticRegression,StandardScaler,BalancedKFold,0.5109157509157509,0.10798992673992673,0.16924193283624747,0.6505789473684211,0.5518493053137417,0.11386430599284256,0.1878474093155867,0.6630041261812858
12,LogisticRegression,RobustScaler,KFold,0.5834287934287935,0.1590321233190503,0.245429783295321,0.6573002997707634,0.5607997974190624,0.1588744888517688,0.24749262278172868,0.6573041984592454
13,LogisticRegression,RobustScaler,StratifiedKFold,0.5445833333333333,0.14509246088193456,0.22396288246017035,0.6507758772703227,0.5737731069259456,0.14277237570955736,0.22853919614754684,0.6581360156282112
14,LogisticRegression,RobustScaler,BalancedKFold,0.4913919413919413,0.10322802197802199,0.16148022200630793,0.6492631578947368,0.5401512905593667,0.11472515055556787,0.18855323372236746,0.6616851221323898
15,SGDClassifier,None,KFold,0.36084732091807564,0.3053406365375805,0.22572529420212312,0.5674131546464468,0.4941580699619128,0.31975794776676053,0.23507207601584765,0.5732422048238905
16,SGDClassifier,None,StratifiedKFold,0.36987007929764937,0.3317211948790896,0.27304527716825133,0.5684976194674661,0.4374220297124233,0.3504184459192948,0.2950675735042182,0.5863361320177137
17,SGDClassifier,None,BalancedKFold,0.38393646127964803,0.3793650793650794,0.28050110114516563,0.5650526315789473,0.457116589000519,0.36397661723166164,0.2750569205004888,0.5709267377406044
18,SGDClassifier,MinMaxScaler,KFold,0.4701329330705401,0.5306349206349206,0.4081314233291751,0.5513666020102275,0.45787850355348453,0.5257551686603547,0.4167456093533728,0.5593100785088299
19,SGDClassifier,MinMaxScaler,StratifiedKFold,0.4761665524323579,0.34544807965860597,0.3159109088241665,0.5853200493740081,0.5100292457703666,0.35711872545488843,0.32920934568353494,0.5947658256191035
20,SGDClassifier,MinMaxScaler,BalancedKFold,0.3891249200714396,0.40753968253968254,0.342206176667631,0.5940350877192982,0.40548423249325694,0.42747499980775705,0.3547513825896829,0.5935045920404632
21,SGDClassifier,Normalizer,KFold,0.5002283363427804,0.4104148139165117,0.3367831604086658,0.5738934932110737,0.47052450059368434,0.4137701866617549,0.3328616212158883,0.5688879826757038
22,SGDClassifier,Normalizer,StratifiedKFold,0.5346998720457624,0.17396870554765292,0.21612347455227487,0.6255157820490214,0.5224605129369846,0.17446279432697093,0.22613370723422369,0.6420077405509248
23,SGDClassifier,Normalizer,BalancedKFold,0.3349702085402185,0.3310515873015873,0.22175825656162487,0.5755263157894737,0.3058674835220076,0.32518216838342356,0.23046728403773514,0.5869059222079578
24,SGDClassifier,StandardScaler,KFold,0.4445804461686168,0.3995102676044951,0.2763751287910157,0.5619908305413508,0.4827268928524765,0.4073375642426666,0.28663914378600147,0.5749951864936256
25,SGDClassifier,StandardScaler,StratifiedKFold,0.4851166901016087,0.5001422475106685,0.3737900232367918,0.5457855757362016,0.4874373463419719,0.5090523228893348,0.39197704947992407,0.5573341611843173
26,SGDClassifier,StandardScaler,BalancedKFold,0.441436373159574,0.31485805860805854,0.25073099806274873,0.628157894736842,0.4542284700734278,0.31504584915279443,0.246092666270244,0.6068455537283762
27,SGDClassifier,RobustScaler,KFold,0.4943685629415443,0.2849981135634786,0.3339446683615141,0.6358137894551226,0.5319758460918406,0.2883986363778526,0.34348796702483325,0.6456479412254648
