,model,train_accuracy,train_f1,train_precision,train_recall,test_accuracy,test_f1,test_precision,test_recall
0,LinearSVC,0.9358322142028134,0.005819028069669101,0.009002734984921965,0.029647920049520497,0.9357771460602177,0.009618193747315467,0.010364157818387827,0.03529761904761905
1,OneClassSVM,,,,,,,,
