,model,train_accuracy,train_f1,train_precision,train_recall,test_accuracy,test_f1,test_precision,test_recall
0,LogisticRegression,0.95680676948704,0.02873979972549452,0.15912698412698412,0.015842348870312117,0.9562179692504806,0.01666666666666667,0.05,0.01
1,SGDClassifier,0.9353580273076062,0.04836066638513653,0.09779152401701421,0.06866644827216214,0.9392476777706598,0.04854700854700854,0.03938223938223938,0.08333333333333333
2,RidgeClassifier,0.9593387478715986,0.0,0.0,0.0,0.9593429692504805,0.0,0.0,0.0
3,RandomForestClassifier,1.0,1.0,1.0,1.0,0.9932995675848815,0.9023636899498969,1.0,0.8336363636363636
4,KNeighborsClassifier,0.9623672752272554,0.19956231823491596,0.7521978021978023,0.11580921956372676,0.960680253042921,0.14489121989121986,0.3433333333333333,0.10083333333333333
5,MLPClassifier,0.9619698586322543,0.18608423852297165,0.8177056277056277,0.13627364923517024,0.9593549807815502,0.09999999999999999,0.15,0.07666666666666666
