,labeller,modelAppr,scalingAppr,selectionAppr,precision,recall,f1
185,KMeans_undersampling_4_bestScoreByClosestToMean,LSVC,SS,FT,0.29690869877785764,0.9037199124726477,0.4469696969696969
186,KMeans_undersampling_4_bestScoreByClosestToMean,MLPC,FT,FT,0.40681362725450904,0.888402625820569,0.5580756013745706
187,KMeans_undersampling_4_bestScoreByClosestToMean,MLPC,MMS,FT,0.37343358395989973,0.9781181619256017,0.5405078597339782
188,KMeans_undersampling_4_bestScoreByClosestToMean,MLPC,SS,FT,0.3075117370892019,0.8599562363238512,0.45302593659942364
189,KMeans_undersampling_4_bestScoreByClosestToMedian,RFC,FT,FT,0.34983498349834985,0.9277899343544858,0.5080886758538047
190,KMeans_undersampling_4_bestScoreByClosestToMedian,RFC,MMS,FT,0.3696369636963696,0.9803063457330415,0.5368484122228879
191,KMeans_undersampling_4_bestScoreByClosestToMedian,RFC,SS,FT,0.2959747434885556,0.8205689277899344,0.43503480278422274
192,KMeans_undersampling_4_bestScoreByClosestToMedian,LSVC,FT,FT,0.34453125,0.9649890590809628,0.5077720207253885
193,KMeans_undersampling_4_bestScoreByClosestToMedian,LSVC,MMS,FT,0.3782866836301951,0.975929978118162,0.5452322738386308
194,KMeans_undersampling_4_bestScoreByClosestToMedian,LSVC,SS,FT,0.29690869877785764,0.9037199124726477,0.4469696969696969
195,KMeans_undersampling_4_bestScoreByClosestToMedian,MLPC,FT,FT,0.4032753326509724,0.862144420131291,0.5495118549511856
196,KMeans_undersampling_4_bestScoreByClosestToMedian,MLPC,MMS,FT,0.37405857740585774,0.9781181619256017,0.5411622276029056
