,model,mean_train_precision,mean_train_recall,mean_train_f1,mean_train_accuracy,mean_test_precision,mean_test_recall,mean_test_f1,mean_test_accuracy,normalizer,foldingStrat
1,SGDClassifier,0.028874552965840423,0.07859775641025642,0.040206833396488575,0.8781112051644524,0.029030118817352856,0.08355263157894736,0.03988658514974304,0.8818670576735093,Normalizer,BalancedKFold
2,RidgeClassifier,0.0,0.0,0.0,0.9270384995625454,0.0,0.0,0.0,0.9270283479960899,Normalizer,BalancedKFold
3,RandomForestClassifier,0.10494395439485171,0.5300500797845061,0.1751578090635485,0.6357284952484109,0.10152202346930887,0.5051007643886901,0.16734938936289917,0.6341527226726467,Normalizer,BalancedKFold
4,KNeighborsClassifier,0.0,0.0,0.0,0.9270384995625454,0.0,0.0,0.0,0.9270283479960899,Normalizer,BalancedKFold
5,MLPClassifier,0.007151370679380214,0.1,0.013348164627363737,0.8412816461656443,0.008602150537634409,0.1,0.015841584158415845,0.8442326490713586,Normalizer,BalancedKFold
6,LinearSVC,0.0,0.0,0.0,0.9270384995625454,0.0,0.0,0.0,0.9270283479960899,Normalizer,BalancedKFold
0,LogisticRegression,0.0,0.0,0.0,0.948063523178026,0.0,0.0,0.0,0.9480631818224164,StandardScaler,KFold
1,SGDClassifier,0.1026921594569341,0.04752938044146096,0.028191950584210552,0.920083039840913,0.05322630528512882,0.04596878174830655,0.031527162860193955,0.9193638342602857,StandardScaler,KFold
2,RidgeClassifier,0.0,0.0,0.0,0.948063523178026,0.0,0.0,0.0,0.9480631818224164,StandardScaler,KFold
3,RandomForestClassifier,0.07067031671653577,0.6820467010279136,0.12806901328405965,0.5176495212653492,0.06971028308667954,0.6729914911818151,0.1262897331899637,0.5168031476012583,StandardScaler,KFold
4,KNeighborsClassifier,0.0,0.0,0.0,0.948063523178026,0.0,0.0,0.0,0.9480631818224164,StandardScaler,KFold
5,MLPClassifier,0.019105691056910568,0.00035756954869614816,0.0006973456049086302,0.9469366299817915,0.01111111111111111,0.001098901098901099,0.002,0.94678131686246,StandardScaler,KFold
6,LinearSVC,0.0,0.0,0.0,0.948063523178026,0.0,0.0,0.0,0.9480631818224164,StandardScaler,KFold
0,LogisticRegression,0.0,0.0,0.0,0.9480635277785712,0.0,0.0,0.0,0.9480635544666063,StandardScaler,StratifiedKFold
1,SGDClassifier,0.039231129100786515,0.09895886966242914,0.049382289338199395,0.8714575930369215,0.13963515167266266,0.1115305422100206,0.05466261819591707,0.8703959033982045,StandardScaler,StratifiedKFold
2,RidgeClassifier,0.0,0.0,0.0,0.9480635277785712,0.0,0.0,0.0,0.9480635544666063,StandardScaler,StratifiedKFold
3,RandomForestClassifier,0.07074192497969813,0.6794223148935685,0.12814072880117772,0.5198167276973715,0.06987464903071783,0.6705902539464654,0.12655036808323358,0.5185279001810429,StandardScaler,StratifiedKFold
4,KNeighborsClassifier,0.0,0.0,0.0,0.9480635277785712,0.0,0.0,0.0,0.9480635544666063,StandardScaler,StratifiedKFold
5,MLPClassifier,0.0,0.0,0.0,0.9480635277785712,0.0,0.0,0.0,0.9480635544666063,StandardScaler,StratifiedKFold
6,LinearSVC,0.0,0.0,0.0,0.9480635277785712,0.0,0.0,0.0,0.9480635544666063,StandardScaler,StratifiedKFold
0,LogisticRegression,0.0,0.0,0.0,0.9270384995625454,0.0,0.0,0.0,0.9270283479960899,StandardScaler,BalancedKFold
1,SGDClassifier,0.01818181818181818,0.0112,0.013861386138613863,0.9234610729330358,0.05,0.00625,0.01111111111111111,0.922215513771491,StandardScaler,BalancedKFold
2,RidgeClassifier,0.0,0.0,0.0,0.9270384995625454,0.0,0.0,0.0,0.9270283479960899,StandardScaler,BalancedKFold
3,RandomForestClassifier,0.11135275362218397,0.632921267304521,0.1893505021612631,0.6046124635128709,0.10840497545269363,0.6003907663543886,0.1818708719363147,0.6024869185210742,StandardScaler,BalancedKFold
4,KNeighborsClassifier,0.0,0.0,0.0,0.9270384995625454,0.0,0.0,0.0,0.9270283479960899,StandardScaler,BalancedKFold
5,MLPClassifier,0.06158691986525776,0.31916017036216104,0.09410919144732076,0.655655247359103,0.05380415083482078,0.3036125853850312,0.08707905660204156,0.6403398309470416,StandardScaler,BalancedKFold
6,LinearSVC,0.0,0.0,0.0,0.9270384995625454,0.0,0.0,0.0,0.9270283479960899,StandardScaler,BalancedKFold
0,LogisticRegression,0.0,0.0,0.0,0.948063523178026,0.0,0.0,0.0,0.9480631818224164,RobustScaler,KFold
1,SGDClassifier,0.013857676340981345,0.1036707035017197,0.024237122208903516,0.8816450786721983,0.013328342690788106,0.1033732443011743,0.023519964209099967,0.8787910490865558,RobustScaler,KFold
2,RidgeClassifier,0.0,0.0,0.0,0.948063523178026,0.0,0.0,0.0,0.9480631818224164,RobustScaler,KFold
3,RandomForestClassifier,0.07067031671653577,0.6820467010279136,0.12806901328405965,0.5176495212653492,0.06971028308667954,0.6729914911818151,0.1262897331899637,0.5168031476012583,RobustScaler,KFold
4,KNeighborsClassifier,0.008051235132662397,0.010653753026634382,0.009171443460135487,0.9423855046021746,0.006716417910447761,0.008490566037735849,0.007499999999999998,0.941600786279241,RobustScaler,KFold
5,MLPClassifier,0.03438200165230182,0.0014381785871883563,0.0027377052735611486,0.9456549407075985,0.01111111111111111,0.001098901098901099,0.002,0.9457224483965432,RobustScaler,KFold
6,LinearSVC,0.0,0.0,0.0,0.948063523178026,0.0,0.0,0.0,0.9480631818224164,RobustScaler,KFold
0,LogisticRegression,0.0,0.0,0.0,0.9480635277785712,0.0,0.0,0.0,0.9480635544666063,RobustScaler,StratifiedKFold
1,SGDClassifier,0.0758100539929107,0.06461365815082735,0.03684258871192776,0.9148630883498287,0.02078203639179249,0.05582246625486159,0.02938315038934234,0.9125679221670502,RobustScaler,StratifiedKFold
2,RidgeClassifier,0.0,0.0,0.0,0.9480635277785712,0.0,0.0,0.0,0.9480635544666063,RobustScaler,StratifiedKFold
3,RandomForestClassifier,0.07074192497969813,0.6794223148935685,0.12814072880117772,0.5198167276973715,0.06987464903071783,0.6705902539464654,0.12655036808323358,0.5185279001810429,RobustScaler,StratifiedKFold
4,KNeighborsClassifier,0.0,0.0,0.0,0.9480635277785712,0.0,0.0,0.0,0.9480635544666063,RobustScaler,StratifiedKFold
5,MLPClassifier,0.0,0.0,0.0,0.9480635277785712,0.0,0.0,0.0,0.9480635544666063,RobustScaler,StratifiedKFold
6,LinearSVC,0.0,0.0,0.0,0.9480635277785712,0.0,0.0,0.0,0.9480635544666063,RobustScaler,StratifiedKFold
0,LogisticRegression,0.0,0.0,0.0,0.9270384995625454,0.0,0.0,0.0,0.9270283479960899,RobustScaler,BalancedKFold
1,SGDClassifier,0.023264461063928675,0.10220588235294117,0.03697830825014636,0.8746332097372926,0.06643266643266643,0.11923374613003095,0.059391992992956465,0.8857771260997067,RobustScaler,BalancedKFold
2,RidgeClassifier,0.0,0.0,0.0,0.9270384995625454,0.0,0.0,0.0,0.9270283479960899,RobustScaler,BalancedKFold
3,RandomForestClassifier,0.11135275362218397,0.632921267304521,0.1893505021612631,0.6046124635128709,0.10840497545269363,0.6003907663543886,0.1818708719363147,0.6024869185210742,RobustScaler,BalancedKFold
4,KNeighborsClassifier,0.0,0.0,0.0,0.9269192745146956,0.0,0.0,0.0,0.9270283479960899,RobustScaler,BalancedKFold
5,MLPClassifier,0.05159321676852095,0.2667424333836098,0.07407714706463117,0.6879092652965204,0.04473382974745317,0.25803018575851394,0.07467193660936752,0.691854982462193,RobustScaler,BalancedKFold
6,LinearSVC,0.0,0.0,0.0,0.9270384995625454,0.0,0.0,0.0,0.9270283479960899,RobustScaler,BalancedKFold
