,model,train_accuracy,train_f1,train_precision,train_recall,test_accuracy,test_f1,test_precision,test_recall,normalizer,foldingStrat
0,LogisticRegression,0.977992295785058,0.001976481608081656,0.21833333333333332,0.000992950142652228,0.9779857614707946,0.0017699115044247787,0.1,0.0008928571428571428,MinMaxScaler,StratifiedKFold
1,SGDClassifier,0.9706194409886167,0.01874642018448363,0.10397805112663516,0.018961712457243738,0.9699010045001384,0.018366229725210285,0.10034145093387296,0.017004504504504504,MinMaxScaler,StratifiedKFold
2,RidgeClassifier,0.9780446171362627,0.0,0.0,0.0,0.9780446196226487,0.0,0.0,0.0,MinMaxScaler,StratifiedKFold
3,RandomForestClassifier,1.0,1.0,1.0,1.0,0.9998234024446923,0.9959273794431324,1.0,0.9919401544401545,MinMaxScaler,StratifiedKFold
4,KNeighborsClassifier,0.999616309520851,0.991201539585326,0.9979873084830719,0.9845103127315145,0.9994310224655807,0.9868815146403378,0.9972643869891578,0.9767776705276706,MinMaxScaler,StratifiedKFold
5,MLPClassifier,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,MinMaxScaler,StratifiedKFold
6,LinearSVC,0.9780446171362627,0.0,0.0,0.0,0.9780446196226487,0.0,0.0,0.0,MinMaxScaler,StratifiedKFold
7,OneClassSVM,,,,,,,,,MinMaxScaler,StratifiedKFold
