,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_drop,param_model,param_replacement,param_samplers,param_scaling,param_selection,params,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,split4_test_precision,split5_test_precision,split6_test_precision,split7_test_precision,split8_test_precision,split9_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_train_precision,split1_train_precision,split2_train_precision,split3_train_precision,split4_train_precision,split5_train_precision,split6_train_precision,split7_train_precision,split8_train_precision,split9_train_precision,mean_train_precision,std_train_precision,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,split4_test_recall,split5_test_recall,split6_test_recall,split7_test_recall,split8_test_recall,split9_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_train_recall,split1_train_recall,split2_train_recall,split3_train_recall,split4_train_recall,split5_train_recall,split6_train_recall,split7_train_recall,split8_train_recall,split9_train_recall,mean_train_recall,std_train_recall,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,split5_test_f1,split6_test_f1,split7_test_f1,split8_test_f1,split9_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_train_f1,split1_train_f1,split2_train_f1,split3_train_f1,split4_train_f1,split5_train_f1,split6_train_f1,split7_train_f1,split8_train_f1,split9_train_f1,mean_train_f1,std_train_f1,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,split5_test_accuracy,split6_test_accuracy,split7_test_accuracy,split8_test_accuracy,split9_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,split2_train_accuracy,split3_train_accuracy,split4_train_accuracy,split5_train_accuracy,split6_train_accuracy,split7_train_accuracy,split8_train_accuracy,split9_train_accuracy,mean_train_accuracy,std_train_accuracy,split0_test_auc_roc,split1_test_auc_roc,split2_test_auc_roc,split3_test_auc_roc,split4_test_auc_roc,split5_test_auc_roc,split6_test_auc_roc,split7_test_auc_roc,split8_test_auc_roc,split9_test_auc_roc,mean_test_auc_roc,std_test_auc_roc,rank_test_auc_roc,split0_train_auc_roc,split1_train_auc_roc,split2_train_auc_roc,split3_train_auc_roc,split4_train_auc_roc,split5_train_auc_roc,split6_train_auc_roc,split7_train_auc_roc,split8_train_auc_roc,split9_train_auc_roc,mean_train_auc_roc,std_train_auc_roc,pipeline
107,38.83862299919129,10.379022410937438,0.030899786949157716,0.002788641986867085,DropTransformer(),MLPClassifier(),SimpleImputer(),RandomOverSampler(),StandardScaler(),"SelectFromModel(estimator=LinearSVC(C=0.01, dual=False, penalty='l1'))","{'drop': DropTransformer(), 'model': MLPClassifier(), 'replacement': SimpleImputer(), 'samplers': RandomOverSampler(), 'scaling': StandardScaler(), 'selection': SelectFromModel(estimator=LinearSVC(C=0.01, dual=False, penalty='l1'))}",0.49224806201550386,0.5037878787878788,0.5436507936507936,0.4669260700389105,0.4982456140350877,0.48056537102473496,0.5076923076923077,0.484375,0.44107744107744107,0.5128205128205128,0.49313890511431707,0.026312163275670628,14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.4205298013245033,0.4418604651162791,0.45514950166112955,0.39867109634551495,0.4717607973421927,0.45182724252491696,0.43853820598006643,0.4119601328903654,0.4337748344370861,0.46357615894039733,0.4387648236562452,0.02199197557810359,101,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.4535714285714285,0.47079646017699117,0.4954792043399638,0.43010752688172044,0.4846416382252559,0.4657534246575343,0.4705882352941176,0.44524236983842,0.4373956594323873,0.4869565217391304,0.46405324691569494,0.020865657785477044,28,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.891566265060241,0.8940092165898618,0.9010989010989011,0.8872740163062743,0.8929457639135059,0.8894009216589862,0.8947181850407657,0.8904643743353421,0.880538816022687,0.8954271534916696,0.8917443613518234,0.005188419432904084,14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6842728371701882,0.694938169066076,0.7047572905131044,0.6721530084902178,0.7075073827980805,0.6967469545957918,0.6938722775932078,0.6797895902547065,0.6839378340506194,0.7053887146428862,0.6923364059174878,0.011330180735406918,89,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,normal
108,26.57063148021698,2.8766144073423683,0.03163611888885498,0.003556520497850685,DropTransformer(),MLPClassifier(),SimpleImputer(),SMOTE(),MinMaxScaler(),SelectPercentile(score_func=<function correlationScore at 0x7f6e5e9dfd00>),"{'drop': DropTransformer(), 'model': MLPClassifier(), 'replacement': SimpleImputer(), 'samplers': SMOTE(), 'scaling': MinMaxScaler(), 'selection': SelectPercentile(score_func=<function correlationScore at 0x7f6e5e9dfd00>)}",0.3904761904761905,0.35852713178294576,0.34397163120567376,0.36930455635491605,0.3780487804878049,0.39659367396593675,0.3445544554455445,0.3381818181818182,0.33663366336633666,0.38362068965517243,0.36399125909223395,0.021444172713821322,23,0.5762800417972832,0.512665321676754,0.48854961832061067,0.582924168030551,0.583879781420765,0.567060637204522,0.48491112029764366,0.48552735923869944,0.5031460186591451,0.5198478725932969,0.5304791939239271,0.04008825926133891,0.543046357615894,0.6146179401993356,0.6445182724252492,0.5116279069767442,0.5149501661129569,0.5415282392026578,0.5780730897009967,0.6179401993355482,0.5629139072847682,0.5894039735099338,0.5718620052364085,0.04274827800162778,92,0.8137218738472888,0.8432890855457227,0.8731563421828908,0.7879793510324484,0.7879793510324484,0.8137905604719764,0.8650442477876106,0.903023598820059,0.8554039099963113,0.8067133898930284,0.8350101710609785,0.036871960709755354,0.45429362880886426,0.4528763769889841,0.4485549132947977,0.42896935933147634,0.43600562587904357,0.4578651685393259,0.4317617866004963,0.437132784958872,0.42131350681536556,0.46475195822454307,0.4433525109441769,0.013511587637183149,54,0.6747209053372075,0.6376690366652725,0.6265379018388676,0.6701160238319223,0.6707470182046453,0.6683827983040581,0.6214569536423841,0.6315110881897885,0.6336065573770491,0.632263660017346,0.646701194340854,0.02029214923263957,0.8603827072997874,0.8415455512229706,0.8309110244594116,0.8546614675646934,0.857851825593761,0.8631690889755406,0.837646224742999,0.8302020560085076,0.8344558667139312,0.8546614675646934,0.8465487280146295,0.012203620681319879,25,0.9162235613848517,0.8976368649074439,0.8888144938952344,0.9171327294210319,0.9173690429302875,0.9137455691217015,0.8874359984245767,0.8874359984245767,0.8943678613627413,0.8998030720756203,0.9019965191948067,0.01218878905781981,0.7207295280142964,0.7416343669250647,0.7488464377999261,0.7036314138058325,0.7068798449612403,0.7215577703949797,0.7233619416758952,0.7367478774455519,0.7149623129119356,0.7379334278030019,0.7256284921737725,0.01437070520601318,78,0.8710994059244381,0.8737126263781175,0.8819216758096746,0.8602785898825704,0.860410876680348,0.8697447378601173,0.8775790072168498,0.8942977593712254,0.8772147201112559,0.858822103474227,0.8725081502708824,0.010514526816069188,normal
109,31.331246852874756,2.7821369560283826,0.028694009780883788,0.0022820858887551876,DropTransformer(),MLPClassifier(),SimpleImputer(),SMOTE(),MinMaxScaler(),"SelectFromModel(estimator=LinearSVC(C=0.01, dual=False, penalty='l1'))","{'drop': DropTransformer(), 'model': MLPClassifier(), 'replacement': SimpleImputer(), 'samplers': SMOTE(), 'scaling': MinMaxScaler(), 'selection': SelectFromModel(estimator=LinearSVC(C=0.01, dual=False, penalty='l1'))}",0.3993993993993994,0.34966592427616927,0.3939393939393939,0.3601694915254237,0.30952380952380953,0.3783783783783784,0.38694638694638694,0.38902147971360385,0.38493723849372385,0.37799043062200954,0.37299719328182984,0.0255367044841237,20,0.6725105189340813,0.5248490478402229,0.609370508766887,0.5367323290845887,0.510336187095427,0.5673758865248227,0.5352564102564102,0.5747384155455905,0.5182448036951501,0.5936059907834101,0.564302009852659,0.047865633017847846,0.44039735099337746,0.521594684385382,0.5182724252491694,0.5647840531561462,0.5614617940199336,0.5581395348837209,0.5514950166112956,0.5415282392026578,0.609271523178808,0.5231788079470199,0.539012342962751,0.04164329974807369,95,0.7074880118037624,0.8333333333333334,0.7817109144542773,0.8539823008849557,0.9011799410029498,0.7964601769911505,0.862094395280236,0.8506637168141593,0.8277388417558097,0.7602360752489856,0.817488770756962,0.053742569246980544,0.4188976377952756,0.41866666666666663,0.4476327116212338,0.4398447606727037,0.3990554899645809,0.451006711409396,0.4547945205479452,0.4527777777777777,0.4717948717948718,0.4388888888888889,0.4393360037139341,0.02036220213684839,60,0.6895559949667446,0.6440581362211456,0.6848651267969633,0.659171766045254,0.6516464471403813,0.6626783248964566,0.66045197740113,0.6859946476360392,0.6374094588836814,0.6666666666666666,0.6642498546654463,0.01695200862980964,0.8692416725726435,0.8454448777029422,0.8635235732009926,0.8465083303792981,0.8195675292449486,0.8550159517901453,0.8589152782701169,0.8603332151719248,0.8539524991137895,0.8567883729174052,0.8529291300364207,0.01303659729701505,23,0.9319784158493836,0.9016148089799133,0.92315872390705,0.9056715242221347,0.8970854667191808,0.913391098857818,0.9053170539582512,0.9168176447420244,0.8994486018117369,0.9188263095706971,0.9113309648618191,0.010786407945315582,0.680516135814149,0.7028608342561831,0.711517165005537,0.7224713916574381,0.7059293097083795,0.7243078626799556,0.7235649686231082,0.719970468807678,0.7462792709185028,0.7099816231080871,0.7147399030579018,0.01635336796011571,84,0.8331513610478377,0.8715568686245114,0.8608924975305163,0.8829175989829136,0.8988878803700701,0.8619173625056289,0.8862901643920362,0.8876962644393576,0.8678797387931567,0.8490099640762764,0.8700199700762307,0.01879759563627475,normal
110,27.337635779380797,2.8621839117604195,0.02927873134613037,0.0037205365061359712,DropTransformer(),MLPClassifier(),SimpleImputer(),SMOTE(),StandardScaler(),SelectPercentile(score_func=<function correlationScore at 0x7f6e5e9dfd00>),"{'drop': DropTransformer(), 'model': MLPClassifier(), 'replacement': SimpleImputer(), 'samplers': SMOTE(), 'scaling': StandardScaler(), 'selection': SelectPercentile(score_func=<function correlationScore at 0x7f6e5e9dfd00>)}",0.3684210526315789,0.35170603674540685,0.3686868686868687,0.35276967930029157,0.3236994219653179,0.3457142857142857,0.34782608695652173,0.38311688311688313,0.3054054054054054,0.34536082474226804,0.34927065452648287,0.0212497950326696,30,0.840064620355412,0.82688,0.8378033205619413,0.8231726779444621,0.8390536487837388,0.8447224895733076,0.8111653447223917,0.8482142857142857,0.8468677494199536,0.8163716814159292,0.8334315818491422,0.012474992257448875,0.44039735099337746,0.44518272425249167,0.4850498338870432,0.4019933554817276,0.37209302325581395,0.4019933554817276,0.42524916943521596,0.3920265780730897,0.3741721854304636,0.44370860927152317,0.4181866185562474,0.03415366549098863,104,0.9590556990040575,0.9528023598820059,0.967551622418879,0.9509587020648967,0.9284660766961652,0.9708702064896755,0.980457227138643,0.9457964601769911,0.9424566580597565,0.9527849502028771,0.9551199962133948,0.01430363454282973,0.4012066365007541,0.3929618768328446,0.41893830703012913,0.375776397515528,0.3462132921174652,0.37173579109062976,0.38266068759342303,0.38752052545156,0.33630952380952384,0.3884057971014493,0.3801728835043307,0.02324748339627282,93,0.895625215294523,0.8853863285934556,0.8980150581793291,0.8824636441402909,0.8814983371258533,0.9034139646594612,0.8878130217028379,0.8943514644351465,0.892108938547486,0.8793191489361702,0.8899995121614553,0.00753940225348101,0.8593196314670446,0.8532435306628855,0.8564338886919532,0.8574973413683091,0.8500531726338177,0.8550159517901453,0.8535980148883374,0.8677773839064161,0.8419000354484225,0.8504076568592698,0.8545246607716603,0.006404489217608067,21,0.9761313954862342,0.9736510437179993,0.9765261914139425,0.9729421031902323,0.9733359590389917,0.9778259157148483,0.9735328869633714,0.9761323355651832,0.9756597085466719,0.9720756203229618,0.9747813159960437,0.0017989541316162253,0.6749605802585934,0.6735834256183093,0.692921742340347,0.6569490586932447,0.6396179401993355,0.6555601698043559,0.6650055370985604,0.6583148763381322,0.63607378624441,0.6714374725595409,0.6624424589154829,0.016149726622325524,105,0.9686141886853782,0.964473320341391,0.9725755289976041,0.9632648700376517,0.9535839511269874,0.9747639682241128,0.9765810255986009,0.9627782900585106,0.9610426947426521,0.9635832683462906,0.9661261106159179,0.006659148635627334,normal
111,38.50831921100617,10.627847721284354,0.030002784729003907,0.0031278371588288998,DropTransformer(),MLPClassifier(),SimpleImputer(),SMOTE(),StandardScaler(),"SelectFromModel(estimator=LinearSVC(C=0.01, dual=False, penalty='l1'))","{'drop': DropTransformer(), 'model': MLPClassifier(), 'replacement': SimpleImputer(), 'samplers': SMOTE(), 'scaling': StandardScaler(), 'selection': SelectFromModel(estimator=LinearSVC(C=0.01, dual=False, penalty='l1'))}",0.4770992366412214,0.5128205128205128,0.5173745173745173,0.44357976653696496,0.5103734439834025,0.48936170212765956,0.5275229357798165,0.49230769230769234,0.46545454545454545,0.5183823529411765,0.49542767059675097,0.025560965925361365,13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.4139072847682119,0.46511627906976744,0.44518272425249167,0.3787375415282392,0.40863787375415284,0.4584717607973422,0.38205980066445183,0.42524916943521596,0.423841059602649,0.46688741721854304,0.4268090911091065,0.030389295990428163,102,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.44326241134751776,0.4878048780487805,0.4785714285714286,0.4086021505376344,0.45387453874538747,0.4734133790737564,0.443159922928709,0.4563279857397505,0.4436741767764298,0.4912891986062718,0.4579980070375666,0.023999736663415976,39,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.888731396172927,0.8957816377171216,0.8964906061680256,0.8830202056008508,0.8950726692662176,0.891173342786246,0.8975540588443814,0.8918823112371499,0.8862105636299185,0.8964906061680256,0.8922407397590865,0.004689098482576994,13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6797711027015663,0.7061692506459948,0.6977897748246585,0.6609957548911037,0.6809062384643779,0.7006644518272426,0.670593392395718,0.6864341085271317,0.6827422844658739,0.7074413267116931,0.6873507685455362,0.014630279915780885,91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,normal
112,26.784162330627442,1.8711141884897582,0.0316103458404541,0.004622085365597514,DropTransformer(),MLPClassifier(),SimpleImputer(),SMOTEENN(),MinMaxScaler(),SelectPercentile(score_func=<function correlationScore at 0x7f6e5e9dfd00>),"{'drop': DropTransformer(), 'model': MLPClassifier(), 'replacement': SimpleImputer(), 'samplers': SMOTEENN(), 'scaling': MinMaxScaler(), 'selection': SelectPercentile(score_func=<function correlationScore at 0x7f6e5e9dfd00>)}",0.29697766097240474,0.3020304568527919,0.3155080213903743,0.3098404255319149,0.2757847533632287,0.3008849557522124,0.3148148148148148,0.3289665211062591,0.2935196950444727,0.3103015075376884,0.3048628812366162,0.013812779084359662,78,0.36393395957870767,0.36710677382319173,0.3837226827430294,0.3776399350169842,0.35183946488294315,0.3679722503251915,0.3756906077348066,0.3854706061529089,0.36539007092198583,0.35932061812613114,0.36980869693058793,0.010160818781537628,0.7483443708609272,0.7906976744186046,0.7840531561461794,0.7740863787375415,0.8172757475083057,0.7906976744186046,0.7342192691029901,0.7508305647840532,0.7649006622516556,0.8178807947019867,0.7772986292930849,0.02684872719258797,65,0.9431943932128366,0.9432153392330384,0.9387905604719764,0.9428466076696165,0.9697640117994101,0.9387905604719764,0.9528023598820059,0.9332595870206489,0.9502028771670971,0.9520472150497972,0.9464913511978402,0.009770664720643436,0.425211665098777,0.43709825528007346,0.449952335557674,0.4425451092117759,0.4124056999161777,0.43589743589743585,0.4406779661016949,0.45748987854251016,0.4242424242424242,0.44990892531876137,0.43754296951673044,0.013051403989964535,61,0.5252131046523569,0.5285123966942149,0.5447737241895796,0.5392808183064431,0.516344360459409,0.5287093759734192,0.5388946819603754,0.5455917223539556,0.527814773076529,0.5217303416211845,0.5316865299287468,0.009405327504744564,0.7834868887313962,0.782701169797944,0.7954626019142148,0.7919177596596951,0.7515065579581709,0.7816377171215881,0.8011343495214462,0.8099964551577454,0.7777383906416164,0.7858915278270117,0.7861473418330829,0.0149114487356245,78,0.8179132695261727,0.8202441906262308,0.8324143363528949,0.8279243796770382,0.8059472233162662,0.8212288302481292,0.8258369436786136,0.8339503741630563,0.8184718393068137,0.8136274123670737,0.8217558799262289,0.00813088571847726,0.76802139177967,0.7862218530823183,0.7904392764857882,0.7840669988925802,0.7804632705795497,0.7856266149870801,0.7716731266149871,0.7839470284237726,0.7720890766597699,0.7999685831390045,0.782251722064452,0.009138551591597198,55,0.8730655800617495,0.8743768732499965,0.8792418275505662,0.8785138761956865,0.8780604166943077,0.8729802524557607,0.8817279283315136,0.8776669220049007,0.8764639325206709,0.8745641075469455,0.8766661716612096,0.002736156757943759,normal
113,30.586569023132324,2.460534334821446,0.0292633056640625,0.0032293089615641653,DropTransformer(),MLPClassifier(),SimpleImputer(),SMOTEENN(),MinMaxScaler(),"SelectFromModel(estimator=LinearSVC(C=0.01, dual=False, penalty='l1'))","{'drop': DropTransformer(), 'model': MLPClassifier(), 'replacement': SimpleImputer(), 'samplers': SMOTEENN(), 'scaling': MinMaxScaler(), 'selection': SelectFromModel(estimator=LinearSVC(C=0.01, dual=False, penalty='l1'))}",0.31681681681681684,0.33663366336633666,0.33090379008746357,0.32440944881889766,0.29908972691807545,0.34134615384615385,0.33228346456692914,0.30166880616174585,0.3119266055045872,0.31675392670157065,0.3211832402788577,0.013662640220577648,60,0.4018586764941516,0.42869641294838146,0.41895133653187117,0.43794579172610554,0.37988826815642457,0.43371579876434246,0.42604044793581813,0.3692737430167598,0.37414570306819833,0.3931181485992692,0.4063634327241322,0.024698768166928477,0.6986754966887417,0.6777408637873754,0.7541528239202658,0.6843853820598007,0.7641196013289037,0.707641196013289,0.7009966777408638,0.7807308970099668,0.7880794701986755,0.8013245033112583,0.735784691205914,0.04425037528686257,79,0.9251198819623755,0.9033923303834809,0.9015486725663717,0.9056047197640118,0.9778761061946902,0.9059734513274337,0.9398967551622419,0.9749262536873157,0.9490962744374769,0.9524160826263371,0.9335850528111737,0.028036983441024725,0.4359504132231406,0.4498346196251378,0.4599797365754813,0.4401709401709402,0.4299065420560748,0.46054054054054056,0.4508547008547008,0.4351851851851853,0.4469483568075117,0.4540337711069418,0.4463404806145655,0.01010121829920147,51,0.5603217158176944,0.5814643408093034,0.5720636406176884,0.5903846153846154,0.5471990095945528,0.5866061835979468,0.5863139735480161,0.5356564019448947,0.5367125573633709,0.5565254876603082,0.5653247926338392,0.019892740108517836,0.8065201984408221,0.8231123714994683,0.8110599078341014,0.8142502658631691,0.7837646224742999,0.8231123714994683,0.8177951081176887,0.7837646224742999,0.7912087912087912,0.793690180786955,0.8048278440199063,0.014710973082250925,47,0.8449722320690063,0.8610870421425758,0.8559275305238283,0.8657739267428122,0.8271366679795195,0.8636077195746357,0.8583300512012604,0.8194564789287121,0.8250492319810949,0.8379283182355258,0.8459269199378971,0.016567191270155407,0.759059970566593,0.759108527131783,0.7860049833887044,0.7570736434108527,0.7751153562200073,0.7722729789590255,0.7663713547434478,0.7824289405684756,0.7898317160441571,0.7970497069950495,0.7744317178028095,0.013375798775327272,60,0.8802555049639023,0.8797100994011062,0.8760102477392224,0.8833076954495163,0.8934931285008199,0.8822573844519698,0.894236233653085,0.8878952637163978,0.8796585918243207,0.8883293870515169,0.8845153536751857,0.005871841249468039,normal
114,26.315104365348816,2.355134438138686,0.029182863235473634,0.004049780195036401,DropTransformer(),MLPClassifier(),SimpleImputer(),SMOTEENN(),StandardScaler(),SelectPercentile(score_func=<function correlationScore at 0x7f6e5e9dfd00>),"{'drop': DropTransformer(), 'model': MLPClassifier(), 'replacement': SimpleImputer(), 'samplers': SMOTEENN(), 'scaling': StandardScaler(), 'selection': SelectPercentile(score_func=<function correlationScore at 0x7f6e5e9dfd00>)}",0.30914368650217705,0.328335832083958,0.3358208955223881,0.31921331316187596,0.3205521472392638,0.3318112633181126,0.34276729559748426,0.31681681681681684,0.3196480938416422,0.34169278996865204,0.3265802134052371,0.010697043293989331,47,0.44565576478361413,0.4460598050553445,0.44994994994994997,0.4509084847474579,0.4546985517009094,0.44772386193096547,0.4519471836871135,0.4512889186474724,0.44530733641771314,0.4535804549283909,0.44971203118489306,0.003192912184098695,0.7052980132450332,0.7275747508305648,0.7475083056478405,0.7009966777408638,0.6943521594684385,0.7242524916943521,0.7242524916943521,0.7009966777408638,0.7218543046357616,0.7218543046357616,0.7168940177333832,0.015352098834312681,81,0.9952047215049797,0.995575221238938,0.9944690265486725,0.9974188790560472,0.995575221238938,0.9900442477876106,0.9970501474926253,0.9941002949852508,0.9940981187753597,0.9929915160457395,0.9946527394674162,0.0020012528861818573,0.4298688193743694,0.4524793388429752,0.46343975283213185,0.4386694386694387,0.43861490031479533,0.4551148225469729,0.46531483457844186,0.4364012409513961,0.4430894308943089,0.46382978723404256,0.4486822366238873,0.012317980427974919,49,0.6156303479749001,0.6160867084997148,0.6195727084769125,0.6210538399724487,0.6242774566473989,0.6166035136066138,0.6219666474985625,0.620769053649551,0.6150861577085472,0.6227157066851723,0.6193762140719822,0.0031244613461435143,0.7997873848334515,0.8121233605104573,0.815313718539525,0.8085785182559376,0.8103509393831975,0.814959234314073,0.8224034030485643,0.8068060971286778,0.8057426444523219,0.8213399503722084,0.8117405250838414,0.006665210009153473,42,0.8673047382724802,0.8674675068924773,0.869554942890902,0.8699881843245372,0.87199684915321,0.8684915320992517,0.8705395825128003,0.8702638834186688,0.8671524222134699,0.8715242221346987,0.8694283863912495,0.0016632609369614374,0.7582045621780721,0.7748984865263935,0.7854605020302695,0.7612126245847176,0.7592792543373938,0.7750230712440014,0.7791897379106681,0.7602205610926541,0.7688271126195879,0.7775607370737362,0.7699876649597496,0.009263724101268916,64,0.9236099451955625,0.9238613384614304,0.9245429178955551,0.9260839875481313,0.926396835418834,0.9219998115205802,0.9262303387608642,0.9247774603068065,0.9230378595993294,0.9249978965651335,0.9245538391272227,0.001377958530825845,normal
