,0
URXDPHP,0.11475644762543201
DIQ175A,0.11305933159328789
DS2TPHOS,0.1128051678353051
URXBDCP,0.1098934833409766
ARQ100,0.10483162077283563
ARQ024E,0.10483162077283563
ARQ022AE,0.10483162077283541
ARD026E,0.10483162077283474
LBDR66,0.10363458388677953
FFQ0010A,0.0998685576653334
LBXSASSI,0.09971071719487522
SSGENX,0.09966699050772806
SSDONA,0.09966699050772806
AUQ280,0.09645185287196341
URDMHTLC,0.09488273568151184
PAQ640,0.09400910170703215
DS2TIRON,0.09241827856452228
OHX19HTC,0.09239448247467147
DS2TCOPP,0.09217669682785781
LBXSATSI,0.09143206389154493
DS2TCHOL,0.09117741093400711
VTQ260B,0.09086892841024166
URX2MH,0.09026699723238363
URXAPE,0.08946823124362455
CSXEXSTS,0.0890684415872277
AUQ136,0.08890476316147322
PAQ655,0.0867438229307734
LBDR54,0.08653531162433938
FFQ0010B,0.08618644976497325
LBXIF1,0.08485156762282971
CBQ552,0.0845744235938066
KIQ470,0.08455104151858173
RHQ558,0.08334762162400394
AUXRR150,0.08326908980132369
LUXCPIQR,0.08215099485617032
DS1TCHOL,0.08193330997143952
DMDHRBR4,0.08117514393093067
CFASTAT,0.0809752504199343
LBDCOTLC,0.08061458821949377
URDMNMLC,0.08025891338860026
DXXGYTV,0.07979186541362823
DXXVATV,0.07979186541362823
DXALATV,0.07979186541362783
AUXLR172,0.07919846639047923
RHQ250,0.07900136668000703
DS2TTFAT,0.07876233545706375
DS1DS,0.07872009511562339
FSD102,0.07867586801535038
DR1TLYCO,0.07848686908462676
VTQ240B,0.07804333521073055
KIQ081,0.07782356046295157
LBDIF1LC,0.07781706012101493
PHAGUMMN,0.07779842847117692
AUQ360,0.07765962079129841
BMXHIP,0.07739977784229031
SXQ490,0.07684979858056187
LBDRFO,0.07643779240082745
AUXLR184,0.07636663143507842
LBDRFOSI,0.07635894583155525
URX1DC,0.07583947037293728
URD1DCLC,0.07583947037293717
LBD3ALC,0.07547414031150827
ARQ025E,0.0754604826043806
LBDVIDMS,0.07542763632689017
URDPTULC,0.07513032540905512
URDUCMLC,0.07509741212781842
DS2DSCNT,0.07479881747678174
URXOP2,0.07455882717973573
OPX1OS11,0.07424469627163509
DPQ060,0.07421468822065697
SPXNCMT,0.07407241425358756
URXBCEP,0.07400319221710636
LBXBPB,0.07389737337478934
LBDMONO,0.07380956531007528
AUQ101,0.07366968849668618
OHX18LAM,0.07354410341831139
LBDBPBSI,0.07352253502957892
LBDBSESI,0.07338110021178439
URDOXYLC,0.07329942205959596
LBXBSE,0.0732695878076005
LUAXSTAT,0.07319105063459543
OHX18PCM,0.07305591542029928
URDCPMLC,0.07286839870112341
DRD370I,0.0728611355551764
INQ012,0.0727829207552509
OHX18CJM,0.07276049934922105
URDDMALC,0.07260884817190752
AUXLR177,0.07252174551114941
SSFHPS,0.07240675941406442
BPAOCSZ,0.07236907512839245
KIQ430,0.07222885144980483
DS2TVC,0.07205037823824718
DXXTRFAT,0.07194518427089357
WTFOL2YR,0.0717679328613074
CBQ825,0.07153524982709784
DBQ770,0.07151060447186897
AUXRR267,0.07147706434532218
OHXFCRZ8,0.07144786008694876
DED120,0.07140582878420644
