,model,mean_train_accuracy,mean_train_f1,mean_train_precision,mean_train_recall,mean_test_accuracy,mean_test_f1,mean_test_precision,mean_test_recall,normalizer,foldingStrat
0,LogisticRegression,,,,,,,,,StandardScaler,RepeatedBalancedKFold
1,SGDClassifier,0.8786298033242764,0.02856442214599352,0.024383478139149733,0.0555548529384766,0.8783336687558698,0.02504578095658977,0.022143722473943053,0.05239974496999622,StandardScaler,RepeatedBalancedKFold
2,RandomForestClassifier,0.5801729687143524,0.20564763115582815,0.1227029829585603,0.6399398964557037,0.5746871945259042,0.1937059907014583,0.11624395943512617,0.6125749648555465,StandardScaler,RepeatedBalancedKFold
3,KNeighborsClassifier,0.9130606686695052,0.003726022376261859,0.003881283422459893,0.00398692152917505,0.912710597435455,0.002252205500778412,0.0019040479760119937,0.002777777777777778,StandardScaler,RepeatedBalancedKFold
4,MLPClassifier,0.8753840661478494,0.022664465773717873,0.018120823307760776,0.053694742295833375,0.8753195458698305,0.02129020263851374,0.017372425386813925,0.05250548822883592,StandardScaler,RepeatedBalancedKFold
5,LinearSVC,,,,,,,,,StandardScaler,RepeatedBalancedKFold
6,OneClassSVM,,,,,,,,,StandardScaler,RepeatedBalancedKFold
