,model,train_accuracy,train_f1,train_precision,train_recall,test_accuracy,test_f1,test_precision,test_recall,normalizer,foldingStrat
0,LogisticRegression,0.9779465145611687,0.0,0.0,0.0,0.9779268994689831,0.0,0.0,0.0,Normalizer,StratifiedKFold
1,SGDClassifier,0.9709376173674255,0.12649651682600255,0.1348847775389796,0.1447864945382324,0.9710204258730704,0.1260079394642585,0.13073068195939105,0.14285714285714285,Normalizer,StratifiedKFold
2,RidgeClassifier,0.9780446171362627,0.0,0.0,0.0,0.9780446196226487,0.0,0.0,0.0,Normalizer,StratifiedKFold
3,RandomForestClassifier,0.9982733928438294,0.9591062635899734,0.9990319041303163,0.9222520727920431,0.9927600546262785,0.8192093753110324,0.9024714163444877,0.7515524453024454,Normalizer,StratifiedKFold
4,KNeighborsClassifier,0.9930586839159001,0.8400971322123357,0.8737517237481303,0.8168025212402075,0.9906999538621081,0.7836046756829249,0.8215426969356929,0.759572072072072,Normalizer,StratifiedKFold
5,MLPClassifier,0.9927883623764252,0.8109784452688154,0.9552903507147124,0.7046955044844816,0.9926423306226552,0.8066511519611164,0.9490521203359897,0.7033140283140283,Normalizer,StratifiedKFold
6,LinearSVC,0.9780446171362627,0.0,0.0,0.0,0.9780446196226487,0.0,0.0,0.0,Normalizer,StratifiedKFold
7,OneClassSVM,,,,,,,,,Normalizer,StratifiedKFold
