,model,train_accuracy,train_f1,train_precision,train_recall,test_accuracy,test_f1,test_precision,test_recall,normalizer,foldingStrat
0,LogisticRegression,0.9593387478715986,0.0,0.0,0.0,0.9593429692504805,0.0,0.0,0.0,Normalizer,BalancedKFold
1,SGDClassifier,0.9398337444341225,0.11743699782642528,0.3419949463099331,0.1657011499731295,0.9396300448430495,0.07001044932079414,0.0738095238095238,0.11393939393939394,Normalizer,BalancedKFold
2,RidgeClassifier,0.9593387478715986,0.0,0.0,0.0,0.9593429692504805,0.0,0.0,0.0,Normalizer,BalancedKFold
3,RandomForestClassifier,0.9959785964748006,0.9479697940627638,1.0,0.9011633035985245,0.9848114189622038,0.7636499611499612,0.9141233766233767,0.679469696969697,Normalizer,BalancedKFold
4,KNeighborsClassifier,0.987339886304553,0.8334082010355324,0.9066745887388633,0.7745881122241517,0.9843629884689301,0.7719581344581344,0.8937820512820513,0.7169696969696969,Normalizer,BalancedKFold
5,MLPClassifier,0.9740342909805062,0.5932173902939784,0.8135723420029383,0.4718911559550897,0.9731982703395259,0.5884607059607059,0.7780844155844157,0.48992424242424243,Normalizer,BalancedKFold
6,LinearSVC,0.9593387478715986,0.0,0.0,0.0,0.9593429692504805,0.0,0.0,0.0,Normalizer,BalancedKFold
7,OneClassSVM,,,,,,,,,Normalizer,BalancedKFold
