,model,train_accuracy,train_f1,train_precision,train_recall,test_accuracy,test_f1,test_precision,test_recall,normalizer,foldingStrat
0,LogisticRegression,0.9578493473723636,0.037925347935826206,0.25892857142857145,0.020561147813361,0.9580056854580399,0.0404040404040404,0.2,0.0225,StandardScaler,BalancedKFold
1,SGDClassifier,0.9200741952732855,0.14464875906281957,0.2029457613805969,0.2510837432979251,0.9159332959641256,0.11243784433449136,0.12631832453261022,0.18833333333333332,StandardScaler,BalancedKFold
2,RidgeClassifier,0.9593387478715986,0.0,0.0,0.0,0.9593429692504805,0.0,0.0,0.0,StandardScaler,BalancedKFold
3,RandomForestClassifier,0.9959785964748006,0.9479697940627638,1.0,0.9011633035985245,0.9852558456117873,0.7758503805562629,0.9083333333333332,0.7046212121212122,StandardScaler,BalancedKFold
4,KNeighborsClassifier,0.9832686085737308,0.7867877997722753,0.8343021950533759,0.7541637723926321,0.9798906950672646,0.7133180698717784,0.7884493284493284,0.6862878787878788,StandardScaler,BalancedKFold
5,MLPClassifier,0.9839638658423295,0.7775041946223699,0.8881066883338831,0.6918775336410428,0.980345131326073,0.6912979399117506,0.8364285714285714,0.6253787878787879,StandardScaler,BalancedKFold
6,LinearSVC,0.9593387478715986,0.0,0.0,0.0,0.9593429692504805,0.0,0.0,0.0,StandardScaler,BalancedKFold
7,OneClassSVM,,,,,,,,,StandardScaler,BalancedKFold
