,model,mean_train_accuracy,mean_train_f1,mean_train_precision,mean_train_recall,mean_test_accuracy,mean_test_f1,mean_test_precision,mean_test_recall,normalizer,foldingStrat
0,LogisticRegression,,,,,,,,,Normalizer,RepeatedBalancedKFold
1,SGDClassifier,0.8751836918613535,0.021584378201582276,0.017516176079562535,0.05826304719999283,0.8756311693787974,0.02063890306412828,0.016254282241290507,0.05659964212487433,Normalizer,RepeatedBalancedKFold
2,RandomForestClassifier,0.5831752846298124,0.20570168994163673,0.12283217664210991,0.6361470821155428,0.5775599447990339,0.1970610684299416,0.11847524705759,0.6196099176936941,Normalizer,RepeatedBalancedKFold
3,KNeighborsClassifier,0.9139781293998662,0.00208850016196955,0.0025395418598309245,0.0019391498881431769,0.9131559427289977,0.0009523809523809524,0.000588235294117647,0.0025,Normalizer,RepeatedBalancedKFold
4,MLPClassifier,0.902193514236367,0.007188639666676409,0.006271308881644306,0.017496602720652985,0.9022303043081032,0.006900611357807775,0.006551127039251963,0.017452345832892787,Normalizer,RepeatedBalancedKFold
5,LinearSVC,,,,,,,,,Normalizer,RepeatedBalancedKFold
6,OneClassSVM,,,,,,,,,Normalizer,RepeatedBalancedKFold
