,model,train_accuracy,train_f1,train_precision,train_recall,test_accuracy,test_f1,test_precision,test_recall
0,LogisticRegression,0.9578641814987396,0.03804406446160113,0.25923917748917746,0.020620583625664327,0.9574177210121717,0.02478196803196803,0.08783333333333333,0.015359848484848483
1,SGDClassifier,0.9455802927891854,0.2229249340731213,0.3230341230863712,0.23890699212279676,0.944963364830237,0.2180186497658972,0.2783389487456424,0.2346105561105561
2,RidgeClassifier,0.9593387281584737,0.0,0.0,0.0,0.9593413677130045,0.0,0.0,0.0
3,RandomForestClassifier,0.9959785570485508,0.9479093515144396,1.0,0.9010437893537591,0.9867296604740551,0.8103468466552565,0.9246396658896658,0.7403223026973026
4,KNeighborsClassifier,0.9846092439770243,0.7947777285925999,0.8753081359760945,0.7313893098612807,0.980072069186419,0.7210087809684121,0.8215998168498168,0.6724023337773337
5,MLPClassifier,0.983859645015906,0.7766128937001021,0.8875388113051166,0.6910629187534295,0.9807835522101217,0.7281794190001081,0.8496672771672772,0.6594632312132311
