,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__solver,params,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,split4_test_precision,split5_test_precision,split6_test_precision,split7_test_precision,split8_test_precision,split9_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_train_precision,split1_train_precision,split2_train_precision,split3_train_precision,split4_train_precision,split5_train_precision,split6_train_precision,split7_train_precision,split8_train_precision,split9_train_precision,mean_train_precision,std_train_precision,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,split4_test_recall,split5_test_recall,split6_test_recall,split7_test_recall,split8_test_recall,split9_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_train_recall,split1_train_recall,split2_train_recall,split3_train_recall,split4_train_recall,split5_train_recall,split6_train_recall,split7_train_recall,split8_train_recall,split9_train_recall,mean_train_recall,std_train_recall,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,split5_test_f1,split6_test_f1,split7_test_f1,split8_test_f1,split9_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_train_f1,split1_train_f1,split2_train_f1,split3_train_f1,split4_train_f1,split5_train_f1,split6_train_f1,split7_train_f1,split8_train_f1,split9_train_f1,mean_train_f1,std_train_f1,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,split5_test_accuracy,split6_test_accuracy,split7_test_accuracy,split8_test_accuracy,split9_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,split2_train_accuracy,split3_train_accuracy,split4_train_accuracy,split5_train_accuracy,split6_train_accuracy,split7_train_accuracy,split8_train_accuracy,split9_train_accuracy,mean_train_accuracy,std_train_accuracy,model,scaling
0,0.4094050884246826,0.05756482522970932,0.004694676399230957,0.00034314999687682935,sag,{'model__solver': 'sag'},0.625,0.611764705882353,0.6027397260273972,0.6024096385542169,0.6363636363636364,0.6144578313253012,0.6966292134831461,0.5402298850574713,0.5393258426966292,0.6210526315789474,0.6089973110969098,0.04304972221411527,1,0.6236702127659575,0.6172185430463576,0.6204188481675392,0.6164199192462988,0.6248348745046235,0.6198125836680054,0.6179310344827587,0.6338215712383488,0.6224899598393574,0.6216216216216216,0.6218239168580868,0.004780060588750593,0.2564102564102564,0.26666666666666666,0.22564102564102564,0.25773195876288657,0.21649484536082475,0.26288659793814434,0.31958762886597936,0.2422680412371134,0.24742268041237114,0.30256410256410254,0.25976738038593705,0.029964150768977647,1,0.26815323041738137,0.2664379645511721,0.27101200686106347,0.26171428571428573,0.2702857142857143,0.26457142857142857,0.256,0.272,0.26571428571428574,0.26300743281875355,0.26588963489340844,0.004622112326389891,0.3636363636363636,0.37142857142857144,0.3283582089552239,0.36101083032490977,0.3230769230769231,0.36823104693140796,0.43816254416961126,0.3345195729537367,0.3392226148409894,0.4068965517241379,0.36345432280418755,0.034420084482387675,1,0.3750499800079968,0.3722044728434505,0.3772383605252686,0.36742880064179706,0.3773434383725569,0.3708450140168202,0.3620202020202021,0.38064774090363857,0.37244693632358833,0.3696263559662515,0.37248513016215706,0.005151960925789918,0.9461538461538461,0.9458461538461539,0.9446153846153846,0.9455216989843028,0.9458294859956909,0.9461372730070791,0.951061865189289,0.9424438288704217,0.9424438288704217,0.9470606340412434,0.9457113999573833,0.0023118913886873006,1,0.9465513114249564,0.9462435454638717,0.9464829189891598,0.9460744084256599,0.9466215292025715,0.9462795787170017,0.946006018328546,0.9470318697852551,0.9464163589112297,0.9463479688141158,0.9464055508062368,0.0002794606950852411,LogisticRegression,MinMaxScaler
0,0.7940359115600586,0.18336351453504748,0.00463409423828125,0.00032829147173908104,sag,{'model__solver': 'sag'},0.6075949367088608,0.6136363636363636,0.6125,0.632183908045977,0.6176470588235294,0.6046511627906976,0.7065217391304348,0.5227272727272727,0.5416666666666666,0.5980392156862745,0.6057168324216078,0.04708130778286252,1,0.6163682864450127,0.6199740596627756,0.6238881829733164,0.618798955613577,0.6169405815423514,0.6185567010309279,0.6158940397350994,0.630012936610608,0.6196636481241915,0.6210526315789474,0.6201150023316807,0.003992497509570647,0.24615384615384617,0.27692307692307694,0.2512820512820513,0.28350515463917525,0.21649484536082475,0.26804123711340205,0.33505154639175255,0.23711340206185566,0.26804123711340205,0.3128205128205128,0.26954269098599,0.03341336700363973,1,0.2755860491709548,0.27329902801600914,0.2807318467695826,0.27085714285714285,0.27885714285714286,0.2742857142857143,0.26571428571428574,0.2782857142857143,0.2737142857142857,0.2698684962835906,0.2741199705954423,0.004311648517326674,0.35036496350364965,0.3816254416961131,0.3563636363636363,0.3914590747330961,0.32061068702290074,0.37142857142857144,0.45454545454545453,0.326241134751773,0.35862068965517235,0.4107744107744108,0.37220340644747785,0.037966743812775545,1,0.3808771236665349,0.37936507936507935,0.387223974763407,0.3767885532591415,0.38410074773711134,0.3800475059382423,0.37125748502994016,0.38604835513277846,0.3797066983749504,0.3762455161418892,0.38016610394090744,0.004554234271691526,0.9452307692307692,0.9461538461538461,0.9455384615384615,0.9473684210526315,0.9452139119729147,0.9458294859956909,0.9519852262234534,0.9415204678362573,0.9427516158818098,0.9461372730070791,0.9457729478892913,0.0026323458351073716,1,0.9464145265533632,0.9465171152070581,0.9468590773860411,0.9463821638626727,0.9464847490083436,0.9464505539597866,0.9461427985227739,0.9470318697852551,0.9464847490083436,0.9464847490083436,0.946525235230198,0.0002361511061417073,LogisticRegression,StandardScaler
