,model,train_accuracy,train_f1,train_precision,train_recall,test_accuracy,test_f1,test_precision,test_recall,normalizer,foldingStrat
0,LogisticRegression,0.9779574146941503,0.007069230237083143,0.3201243201243201,0.003574581106855188,0.9779268917690679,0.007017543859649122,0.2,0.0035714285714285713,Normal,StratifiedKFold
1,SGDClassifier,0.9762286451436021,0.013046248221968875,0.01993140982628793,0.010625620655412114,0.9763374829716376,0.012016781540305662,0.021228070175438596,0.008928571428571428,Normal,StratifiedKFold
2,RidgeClassifier,0.9780446171362627,0.0,0.0,0.0,0.9780446196226487,0.0,0.0,0.0,Normal,StratifiedKFold
3,RandomForestClassifier,1.0,1.0,1.0,1.0,0.9998234139945652,0.9959479476229675,1.0,0.9919562419562421,Normal,StratifiedKFold
4,KNeighborsClassifier,0.9799216481236798,0.18320597886224088,0.8573828824334824,0.10257148374079854,0.9790844816216884,0.14220549772195473,0.7307617305295324,0.07952863577863578,Normal,StratifiedKFold
5,MLPClassifier,0.9817812405617431,0.48854168895622807,0.7316350189285027,0.4593107178323167,0.9814977928963046,0.4735615931811303,0.7092993127788565,0.4363497425997426,Normal,StratifiedKFold
6,LinearSVC,0.9764967645092735,0.0028834459355348042,0.05603969327920614,0.002284011916583913,0.9768478372016167,0.005555555555555556,0.007352941176470588,0.004464285714285714,Normal,StratifiedKFold
7,OneClassSVM,,,,,,,,,Normal,StratifiedKFold
